time,exchange,symbol,amount,volume,number_trades,amount_buy,volume_buy,number_trades_buy
2023-02-01T00:00:00.000000,okex-swap,ETH-USDT-SWAP,1416.0000000000016,2245271.5800000015,742,835.7999999999989,1325396.6759999997,404
2023-02-01T00:01:00.000000,okex-swap,ETH-USDT-SWAP,951.0000000000008,1508244.5659999994,464,426.3999999999998,676231.0240000001,214
2023-02-01T00:02:00.000000,okex-swap,ETH-USDT-SWAP,3570.799999999986,5666964.814000009,1148,1950.6000000000017,3095697.825999998,680
2023-02-01T00:03:00.000000,okex-swap,ETH-USDT-SWAP,5460.39999999999,8678887.371999992,1952,3725.9999999999945,5921975.1240000045,1306
2023-02-01T00:04:00.000000,okex-swap,ETH-USDT-SWAP,3792.799999999968,6020061.323999995,1406,1015.7999999999998,1612497.9959999982,422
2023-02-01T00:05:00.000000,okex-swap,ETH-USDT-SWAP,8830.800000000081,13990120.590000005,2652,2424.999999999999,3841357.586000001,628
2023-02-01T00:06:00.000000,okex-swap,ETH-USDT-SWAP,4603.59999999998,7291059.8539999975,1754,2437.4000000000015,3860257.294000005,978
2023-02-01T00:07:00.000000,okex-swap,ETH-USDT-SWAP,1043.8000000000009,1653968.6459999976,514,660.4000000000001,1046451.9740000002,276
2023-02-01T00:08:00.000000,okex-swap,ETH-USDT-SWAP,1322.000000000001,2094656.3119999992,526,736.4,1166839.9740000004,202
2023-02-01T00:09:00.000000,okex-swap,ETH-USDT-SWAP,2257.599999999991,3573739.7280000015,864,1326.2,2099291.8600000003,382
2023-02-01T00:10:00.000000,okex-swap,ETH-USDT-SWAP,8668.800000000081,13713423.06200002,2672,3125.39999999999,4944941.751999997,1180
2023-02-01T00:11:00.000000,okex-swap,ETH-USDT-SWAP,1806.7999999999988,2859760.296,748,525.9999999999994,832480.952,274
2023-02-01T00:12:00.000000,okex-swap,ETH-USDT-SWAP,2083.1999999999994,3298900.8879999975,614,1814.400000000002,2873245.3079999997,450
2023-02-01T00:13:00.000000,okex-swap,ETH-USDT-SWAP,1286.200000000001,2037852.5639999982,682,1046.000000000001,1657303.2280000006,484
2023-02-01T00:14:00.000000,okex-swap,ETH-USDT-SWAP,1592.7999999999997,2523669.1560000004,736,1063.2000000000005,1684530.2579999985,470
2023-02-01T00:15:00.000000,okex-swap,ETH-USDT-SWAP,5746.600000000004,9107957.195999999,652,151.80000000000004,240519.94199999998,144
2023-02-01T00:16:00.000000,okex-swap,ETH-USDT-SWAP,1139.600000000001,1805302.4240000006,472,996.5999999999999,1578772.1779999996,344
2023-02-01T00:17:00.000000,okex-swap,ETH-USDT-SWAP,702.4000000000009,1112474.9180000015,456,357.1999999999999,565772.4320000003,242
2023-02-01T00:18:00.000000,okex-swap,ETH-USDT-SWAP,566.4000000000005,897215.7580000003,424,304.19999999999993,481827.51199999976,248
