time,exchange,symbol,amount,volume,number_trades,amount_buy,volume_buy,number_trades_buy
2023-01-31T23:59:00.000000,gate-io,BTC_USDT,0.43579999999999913,10078.89402000002,200,0.1670000000000001,3861.99728,62
2023-02-01T00:00:00.000000,gate-io,BTC_USDT,1.5222526837999966,35207.977181119095,416,1.248177946199998,28869.203644655765,330
2023-02-01T00:01:00.000000,gate-io,BTC_USDT,0.7679999999999979,17762.332400000018,368,0.11200000000000017,2590.1102200000014,96
2023-02-01T00:02:00.000000,gate-io,BTC_USDT,1.5779999999999923,36510.21913999991,612,0.8295999999999977,19190.695079999983,498
2023-02-01T00:03:00.000000,gate-io,BTC_USDT,3.664600000000026,84853.73447999981,802,2.951399999999994,68336.46853999999,584
2023-02-01T00:04:00.000000,gate-io,BTC_USDT,0.9353999999999966,21653.56276000007,506,0.24180000000000007,5596.32856,88
2023-02-01T00:05:00.000000,gate-io,BTC_USDT,2.789600000000011,64469.960320000035,1180,1.3987999999999985,32329.714760000028,236
2023-02-01T00:06:00.000000,gate-io,BTC_USDT,1.790199999999992,41342.44559999995,780,1.381599999999996,31905.328719999998,524
2023-02-01T00:07:00.000000,gate-io,BTC_USDT,1.3483999999999947,31142.333140000068,560,0.8523999999999996,19686.720980000024,238
2023-02-01T00:08:00.000000,gate-io,BTC_USDT,1.7271251999999957,39883.583825400056,846,1.0816,24976.098979999988,484
2023-02-01T00:09:00.000000,gate-io,BTC_USDT,7.725600000000012,178245.84359999927,1728,3.6901999999999946,85132.00508,538
2023-02-01T00:10:00.000000,gate-io,BTC_USDT,8.490794660000027,195719.05265644638,1440,2.209599999999992,50940.40039999997,698
2023-02-01T00:11:00.000000,gate-io,BTC_USDT,3.474509800000012,80145.97457146001,950,1.3513999999999977,31169.57780000002,358
2023-02-01T00:12:00.000000,gate-io,BTC_USDT,0.9868754289999958,22767.309853106046,690,0.7145554289999987,16483.485310826,580
2023-02-01T00:13:00.000000,gate-io,BTC_USDT,1.356631139999995,31319.284726325975,710,0.5792723999999996,13372.231588399985,394
2023-02-01T00:14:00.000000,gate-io,BTC_USDT,1.6459999999999981,37997.43952600001,392,1.3691999999999984,31607.80450600001,280
2023-02-01T00:15:00.000000,gate-io,BTC_USDT,8.529599999999997,196897.1198399994,1050,1.2677999999999994,29265.967079999988,374
2023-02-01T00:16:00.000000,gate-io,BTC_USDT,0.6287999999999986,14515.249579999996,354,0.35900000000000004,8286.59061999999,286
2023-02-01T00:17:00.000000,gate-io,BTC_USDT,4.989600000000014,115162.72122000008,834,1.4855999999999994,34286.41918000002,182
2023-02-01T00:18:00.000000,gate-io,BTC_USDT,1.3181999999999947,30430.75190000003,572,0.6909999999999997,15950.224019999978,330
2023-02-01T00:19:00.000000,gate-io,BTC_USDT,1.496799999999995,34539.81220000003,522,0.37739999999999974,8708.170240000007,112
2023-02-01T00:20:00.000000,gate-io,BTC_USDT,1.4431999999999947,33301.706860000035,598,0.5299999999999997,12229.09224000001,340
2023-02-01T00:21:00.000000,gate-io,BTC_USDT,1.0216587299999953,23584.212288082013,514,0.44559999999999983,10286.281199999992,304
2023-02-01T00:22:00.000000,gate-io,BTC_USDT,1.6183999999999947,37360.31952000007,560,0.3541999999999999,8176.179240000004,256
2023-02-01T00:23:00.000000,gate-io,BTC_USDT,0.3997999999999998,9230.870539999994,300,0.15860000000000019,3661.715940000001,204
2023-02-01T00:24:00.000000,gate-io,BTC_USDT,2.616399999999999,60389.76172000007,578,2.3723999999999967,54757.55584000004,270
2023-02-01T00:25:00.000000,gate-io,BTC_USDT,0.9215460499999971,21270.040290725006,312,0.003,69.2556,10
2023-02-01T00:26:00.000000,gate-io,BTC_USDT,1.726799999999995,39831.86565999987,618,0.8716,20104.628739999986,118
2023-02-01T00:27:00.000000,gate-io,BTC_USDT,1.0993999999999957,25350.97818000003,608,0.6069999999999997,13996.389939999986,252
2023-02-01T00:28:00.000000,gate-io,BTC_USDT,0.678399999999998,15642.262680000003,470,0.24680000000000013,5690.410380000001,210
2023-02-01T00:29:00.000000,gate-io,BTC_USDT,3.4120981299999937,78620.89431258215,780,1.6105999999999967,37104.749740000014,268
2023-02-01T00:30:00.000000,gate-io,BTC_USDT,9.56940000000001,220254.1252799996,1388,5.375599999999998,123713.0281,340
2023-02-01T00:31:00.000000,gate-io,BTC_USDT,3.912800000000019,90110.83018000002,1054,2.6461999999999946,60934.95500000002,716
2023-02-01T00:32:00.000000,gate-io,BTC_USDT,1.054999999999995,24302.70258,660,0.5591999999999995,12881.297740000005,346
2023-02-01T00:33:00.000000,gate-io,BTC_USDT,0.8869999999999979,20443.14826,478,0.46659999999999946,10753.603179999998,322
2023-02-01T00:34:00.000000,gate-io,BTC_USDT,1.7044254299999926,39296.15959373599,972,0.8759999999999992,20195.114079999992,634
2023-02-01T00:35:00.000000,gate-io,BTC_USDT,1.6417999999999924,37855.06771999995,694,0.4055999999999999,9350.533720000005,224
2023-02-01T00:36:00.000000,gate-io,BTC_USDT,1.9375999999999933,44676.42101999992,754,0.7145999999999991,16476.148839999994,492
