time,exchange,symbol,ask_amount,ask_price,bid_price,bid_amount
2022-11-01T00:00:00.000000,ftx,BTC-PERP,89.3519,20478.0,20477.0,1.5505
2022-11-01T00:01:00.000000,ftx,BTC-PERP,24.1361,20473.0,20472.0,82.2533
2022-11-01T00:02:00.000000,ftx,BTC-PERP,26.3208,20470.0,20469.0,14.0853
2022-11-01T00:03:00.000000,ftx,BTC-PERP,33.9338,20480.0,20479.0,15.8062
2022-11-01T00:04:00.000000,ftx,BTC-PERP,11.22,20481.0,20480.0,19.4538
2022-11-01T00:05:00.000000,ftx,BTC-PERP,47.3851,20464.0,20463.0,14.4952
2022-11-01T00:06:00.000000,ftx,BTC-PERP,2.9703,20463.0,20462.0,22.8712
2022-11-01T00:07:00.000000,ftx,BTC-PERP,82.1384,20461.0,20460.0,3.1193
2022-11-01T00:08:00.000000,ftx,BTC-PERP,37.6535,20471.0,20470.0,8.8737
2022-11-01T00:09:00.000000,ftx,BTC-PERP,28.4689,20473.0,20472.0,13.1757
2022-11-01T00:10:00.000000,ftx,BTC-PERP,8.2316,20475.0,20474.0,45.811
2022-11-01T00:11:00.000000,ftx,BTC-PERP,21.1369,20471.0,20470.0,14.475
2022-11-01T00:12:00.000000,ftx,BTC-PERP,30.8821,20502.0,20501.0,0.9331
2022-11-01T00:13:00.000000,ftx,BTC-PERP,11.6619,20495.0,20494.0,20.9507
2022-11-01T00:14:00.000000,ftx,BTC-PERP,9.3226,20489.0,20488.0,13.7056
2022-11-01T00:15:00.000000,ftx,BTC-PERP,81.3884,20490.0,20489.0,0.7806
2022-11-01T00:16:00.000000,ftx,BTC-PERP,43.66,20491.0,20490.0,0.1472
2022-11-01T00:17:00.000000,ftx,BTC-PERP,12.1697,20488.0,20487.0,22.8474
2022-11-01T00:18:00.000000,ftx,BTC-PERP,33.0646,20480.0,20479.0,19.4905
2022-11-01T00:19:00.000000,ftx,BTC-PERP,39.593,20480.0,20479.0,0.6691
2022-11-01T00:20:00.000000,ftx,BTC-PERP,5.8191,20483.0,20482.0,30.9719
2022-11-01T00:21:00.000000,ftx,BTC-PERP,12.0111,20485.0,20484.0,30.8206
2022-11-01T00:22:00.000000,ftx,BTC-PERP,34.4191,20482.0,20481.0,10.6504
2022-11-01T00:23:00.000000,ftx,BTC-PERP,0.6102,20477.0,20476.0,70.7422
2022-11-01T00:24:00.000000,ftx,BTC-PERP,76.4443,20473.0,20472.0,3.3562
2022-11-01T00:25:00.000000,ftx,BTC-PERP,20.4419,20464.0,20463.0,23.8468
2022-11-01T00:26:00.000000,ftx,BTC-PERP,8.2868,20463.0,20462.0,19.6803
2022-11-01T00:27:00.000000,ftx,BTC-PERP,40.1014,20468.0,20467.0,22.294
2022-11-01T00:28:00.000000,ftx,BTC-PERP,182.4237,20453.0,20452.0,24.5337
2022-11-01T00:29:00.000000,ftx,BTC-PERP,163.35,20453.0,20452.0,340.8685
2022-11-01T00:30:00.000000,ftx,BTC-PERP,34.5143,20468.0,20467.0,22.6963
2022-11-01T00:31:00.000000,ftx,BTC-PERP,0.7349,20467.0,20466.0,118.9001
2022-11-01T00:32:00.000000,ftx,BTC-PERP,9.5729,20463.0,20462.0,45.8143
2022-11-01T00:33:00.000000,ftx,BTC-PERP,8.7302,20463.0,20462.0,30.8577
2022-11-01T00:34:00.000000,ftx,BTC-PERP,24.1243,20467.0,20466.0,3.9564
2022-11-01T00:35:00.000000,ftx,BTC-PERP,22.1291,20469.0,20468.0,8.0255
2022-11-01T00:36:00.000000,ftx,BTC-PERP,3.5587,20467.0,20466.0,98.2453
2022-11-01T00:37:00.000000,ftx,BTC-PERP,71.9784,20478.0,20477.0,6.4927
2022-11-01T00:38:00.000000,ftx,BTC-PERP,17.2708,20481.0,20480.0,15.0191
2022-11-01T00:39:00.000000,ftx,BTC-PERP,17.6913,20486.0,20485.0,42.0179
2022-11-01T00:40:00.000000,ftx,BTC-PERP,11.567,20480.0,20479.0,33.7816
2022-11-01T00:41:00.000000,ftx,BTC-PERP,18.1581,20478.0,20477.0,15.0894
2022-11-01T00:42:00.000000,ftx,BTC-PERP,3.511,20476.0,20475.0,36.0289
2022-11-01T00:43:00.000000,ftx,BTC-PERP,8.5667,20476.0,20475.0,25.7953
2022-11-01T00:44:00.000000,ftx,BTC-PERP,33.4649,20474.0,20473.0,4.3904
2022-11-01T00:45:00.000000,ftx,BTC-PERP,16.3581,20471.0,20470.0,29.4861
2022-11-01T00:46:00.000000,ftx,BTC-PERP,31.0733,20470.0,20469.0,7.097
2022-11-01T00:47:00.000000,ftx,BTC-PERP,24.8597,20468.0,20467.0,26.6096
2022-11-01T00:48:00.000000,ftx,BTC-PERP,42.7643,20462.0,20461.0,10.2186
2022-11-01T00:49:00.000000,ftx,BTC-PERP,41.0816,20461.0,20460.0,9.0516
2022-11-01T00:50:00.000000,ftx,BTC-PERP,34.2036,20455.0,20454.0,37.4348
2022-11-01T00:51:00.000000,ftx,BTC-PERP,14.7726,20455.0,20454.0,39.6071
2022-11-01T00:52:00.000000,ftx,BTC-PERP,23.5988,20454.0,20453.0,14.3309
2022-11-01T00:53:00.000000,ftx,BTC-PERP,35.3587,20453.0,20452.0,6.9388
2022-11-01T00:54:00.000000,ftx,BTC-PERP,4.7808,20455.0,20454.0,75.1159
2022-11-01T00:55:00.000000,ftx,BTC-PERP,5.102,20459.0,20458.0,95.91
2022-11-01T00:56:00.000000,ftx,BTC-PERP,11.4183,20451.0,20450.0,18.2484
2022-11-01T00:57:00.000000,ftx,BTC-PERP,45.3445,20455.0,20454.0,3.1134
2022-11-01T00:58:00.000000,ftx,BTC-PERP,0.0071,20457.0,20456.0,109.525
2022-11-01T00:59:00.000000,ftx,BTC-PERP,14.8735,20456.0,20455.0,24.1762
2022-11-01T01:00:00.000000,ftx,BTC-PERP,9.3593,20461.0,20460.0,81.548
2022-11-01T01:01:00.000000,ftx,BTC-PERP,0.854,20459.0,20458.0,38.2387
2022-11-01T01:02:00.000000,ftx,BTC-PERP,7.3208,20458.0,20457.0,23.5295
2022-11-01T01:03:00.000000,ftx,BTC-PERP,3.966,20464.0,20463.0,92.5275
2022-11-01T01:04:00.000000,ftx,BTC-PERP,20.2542,20469.0,20468.0,36.9277
2022-11-01T01:05:00.000000,ftx,BTC-PERP,16.7505,20470.0,20469.0,37.5696
2022-11-01T01:06:00.000000,ftx,BTC-PERP,6.6528,20470.0,20469.0,60.2663
2022-11-01T01:07:00.000000,ftx,BTC-PERP,4.4042,20472.0,20471.0,62.7569
2022-11-01T01:08:00.000000,ftx,BTC-PERP,7.287,20472.0,20471.0,69.9575
2022-11-01T01:09:00.000000,ftx,BTC-PERP,7.2754,20472.0,20471.0,55.0049
2022-11-01T01:10:00.000000,ftx,BTC-PERP,1.7768,20476.0,20475.0,57.6086
2022-11-01T01:11:00.000000,ftx,BTC-PERP,4.3389,20476.0,20475.0,68.2812
2022-11-01T01:12:00.000000,ftx,BTC-PERP,30.2141,20489.0,20488.0,46.1061
2022-11-01T01:13:00.000000,ftx,BTC-PERP,30.5182,20486.0,20485.0,2.9549
2022-11-01T01:14:00.000000,ftx,BTC-PERP,24.723,20484.0,20483.0,25.4616
2022-11-01T01:15:00.000000,ftx,BTC-PERP,30.6535,20472.0,20471.0,14.4789
2022-11-01T01:16:00.000000,ftx,BTC-PERP,15.9041,20468.0,20467.0,30.4083
2022-11-01T01:17:00.000000,ftx,BTC-PERP,3.8976,20467.0,20466.0,28.9056
2022-11-01T01:18:00.000000,ftx,BTC-PERP,40.1115,20467.0,20466.0,10.4943
2022-11-01T01:19:00.000000,ftx,BTC-PERP,2.1404,20469.0,20468.0,163.6353
2022-11-01T01:20:00.000000,ftx,BTC-PERP,5.0897,20487.0,20486.0,24.7297
2022-11-01T01:21:00.000000,ftx,BTC-PERP,29.4581,20514.0,20513.0,5.9619
2022-11-01T01:22:00.000000,ftx,BTC-PERP,1.9701,20501.0,20500.0,43.6311
2022-11-01T01:23:00.000000,ftx,BTC-PERP,33.336,20503.0,20502.0,9.4786
2022-11-01T01:24:00.000000,ftx,BTC-PERP,2.3048,20504.0,20503.0,74.2114
2022-11-01T01:25:00.000000,ftx,BTC-PERP,24.6569,20503.0,20502.0,9.8621
2022-11-01T01:26:00.000000,ftx,BTC-PERP,8.9519,20503.0,20502.0,42.19
2022-11-01T01:27:00.000000,ftx,BTC-PERP,14.4388,20520.0,20519.0,23.7067
2022-11-01T01:28:00.000000,ftx,BTC-PERP,23.2024,20520.0,20519.0,22.2061
2022-11-01T01:29:00.000000,ftx,BTC-PERP,36.7373,20522.0,20521.0,2.0086
2022-11-01T01:30:00.000000,ftx,BTC-PERP,1.2532,20522.0,20521.0,52.1182
2022-11-01T01:31:00.000000,ftx,BTC-PERP,3.0071,20548.0,20547.0,100.205
2022-11-01T01:32:00.000000,ftx,BTC-PERP,10.7133,20550.0,20549.0,29.3637
2022-11-01T01:33:00.000000,ftx,BTC-PERP,12.4615,20549.0,20548.0,16.0723
2022-11-01T01:34:00.000000,ftx,BTC-PERP,30.7802,20540.0,20539.0,4.7152
2022-11-01T01:35:00.000000,ftx,BTC-PERP,22.8469,20545.0,20544.0,18.1886
2022-11-01T01:36:00.000000,ftx,BTC-PERP,5.3379,20546.0,20545.0,59.3694
2022-11-01T01:37:00.000000,ftx,BTC-PERP,3.2492,20543.0,20542.0,98.9984
2022-11-01T01:38:00.000000,ftx,BTC-PERP,42.4728,20539.0,20538.0,13.3968
2022-11-01T01:39:00.000000,ftx,BTC-PERP,38.9577,20536.0,20535.0,6.9732
2022-11-01T01:40:00.000000,ftx,BTC-PERP,140.1425,20527.0,20526.0,12.1812
2022-11-01T01:41:00.000000,ftx,BTC-PERP,9.2164,20522.0,20521.0,28.0207
2022-11-01T01:42:00.000000,ftx,BTC-PERP,83.5566,20520.0,20519.0,0.963
2022-11-01T01:43:00.000000,ftx,BTC-PERP,2.203,20515.0,20514.0,104.6438
2022-11-01T01:44:00.000000,ftx,BTC-PERP,45.0733,20516.0,20515.0,6.2965
2022-11-01T01:45:00.000000,ftx,BTC-PERP,16.28,20517.0,20516.0,28.4383
2022-11-01T01:46:00.000000,ftx,BTC-PERP,3.4305,20515.0,20514.0,80.0376
2022-11-01T01:47:00.000000,ftx,BTC-PERP,6.9401,20510.0,20509.0,30.6362
2022-11-01T01:48:00.000000,ftx,BTC-PERP,39.53,20518.0,20517.0,5.7084
2022-11-01T01:49:00.000000,ftx,BTC-PERP,114.5969,20512.0,20511.0,0.3425
2022-11-01T01:50:00.000000,ftx,BTC-PERP,10.7079,20504.0,20503.0,27.4115
2022-11-01T01:51:00.000000,ftx,BTC-PERP,59.6194,20504.0,20503.0,0.4171
2022-11-01T01:52:00.000000,ftx,BTC-PERP,9.4158,20511.0,20510.0,53.4456
2022-11-01T01:53:00.000000,ftx,BTC-PERP,62.367,20503.0,20502.0,3.5328
2022-11-01T01:54:00.000000,ftx,BTC-PERP,3.8573,20500.0,20499.0,98.5609
2022-11-01T01:55:00.000000,ftx,BTC-PERP,24.4991,20501.0,20500.0,14.6377
2022-11-01T01:56:00.000000,ftx,BTC-PERP,5.7143,20501.0,20500.0,27.8597
2022-11-01T01:57:00.000000,ftx,BTC-PERP,11.5961,20501.0,20500.0,24.8937
2022-11-01T01:58:00.000000,ftx,BTC-PERP,21.5411,20501.0,20500.0,14.2661
2022-11-01T01:59:00.000000,ftx,BTC-PERP,2.4061,20511.0,20510.0,31.2598
2022-11-01T02:00:00.000000,ftx,BTC-PERP,19.83,20510.0,20509.0,16.8826
2022-11-01T02:01:00.000000,ftx,BTC-PERP,3.9751,20515.0,20514.0,124.7318
2022-11-01T02:02:00.000000,ftx,BTC-PERP,16.7659,20513.0,20512.0,15.7828
