id,time,top_bid,top_ask,amount_bid_10,amount_bid_25,amount_ask_10,amount_ask_25,spread,total_bid_volume,total_ask_volume,volume_imbalance,average_price,amount,volume,number_trades,amount_buy,volume_buy,number_trades_buy,price_diff,rolling_mean_price,rolling_volume,vwap,amihud,ask_amount,ask_price,bid_price,bid_amount,ask_bid_ratio,T5YIE,T10YIE,DGS2,DGS5,DGS10,DGS30,VIXCLS,sp_open,sp_high,sp_low,sp_close,sp_volume,cmi_value,cmi_volume,timestamp,symbol,exchange,market
1,2022-11-01 00:29:30.000000000,26.041648666666667,26.089571499999998,4100.8835978325,830971.8248440945,399.06138919333335,1105.0447213883335,0.04792283333333359,835072.708441927,1504.1061105816668,833568.6023313453,26.065610083333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5096,0.0,1,FTTUSD,bitstamp,bitstamp/FTTUSD
2,2022-11-01 01:29:30.000000000,26.112904333333333,26.174016166666668,3972.3009133623336,889154.470852808,432.6877027476666,1131.327769473,0.06111183333333338,893126.7717661704,1564.0154722206669,891562.7562939498,26.14346025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5096,0.0,2,FTTUSD,bitstamp,bitstamp/FTTUSD
3,2022-11-01 02:29:30.000000000,26.198606166666664,26.253897666666667,3906.9248384610005,689099.6826312476,436.9141393021666,1139.807248101,0.05529150000000024,693006.6074697088,1576.7213874031665,691429.8860823055,26.22625191666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5096,0.0,3,FTTUSD,bitstamp,bitstamp/FTTUSD
4,2022-11-01 03:29:30.000000000,26.236655499999998,26.300540166666668,4090.9043610123335,722614.3888204657,413.6520829661667,1115.3556072806668,0.06388466666666666,726705.2931814779,1529.0076902468334,725176.2854912312,26.268597833333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5096,0.0,4,FTTUSD,bitstamp,bitstamp/FTTUSD
5,2022-11-01 04:29:30.000000000,26.195154833333333,26.250696,4041.952360699,822561.1168201524,409.45079061399997,1111.8196606630001,0.055541166666666635,826603.0691808513,1521.2704512770001,825081.7987295743,26.222925416666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5096,0.0,5,FTTUSD,bitstamp,bitstamp/FTTUSD
6,2022-11-01 05:29:30.000000000,26.232012,26.28747566666667,4481.9687215495005,723007.2031810028,401.62492732416666,1108.7050862758333,0.05546366666666673,727489.1719025524,1510.3300136,725978.8418889524,26.259743833333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5096,0.0,6,FTTUSD,bitstamp,bitstamp/FTTUSD
7,2022-11-01 06:29:30.000000000,26.3217845,26.378954500000003,4374.349460118833,856255.4736968662,402.348208944,1105.234457897,0.057170000000000123,860629.823156985,1507.5826668410002,859122.240490144,26.3503695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5096,0.0,7,FTTUSD,bitstamp,bitstamp/FTTUSD
8,2022-11-01 07:29:30.000000000,26.244593000000002,26.295970666666665,4351.722595225333,806204.6487213454,389.96748629399997,1097.0952965338333,0.05137766666666657,810556.3713165707,1487.0627828278334,809069.3085337429,26.270281833333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5096,0.0,8,FTTUSD,bitstamp,bitstamp/FTTUSD
9,2022-11-01 08:29:30.000000000,26.152733,26.2053565,4305.971241658667,739493.8735291264,409.07234801749996,1114.2683618793335,0.052623500000000004,743799.8447707851,1523.3407098968335,742276.5040608882,26.17904475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5096,0.0,9,FTTUSD,bitstamp,bitstamp/FTTUSD
10,2022-11-01 09:29:30.000000000,26.118074,26.1748005,4458.0702089413335,939637.332496409,395.04188186516666,1095.306937069,0.05672650000000034,944095.4027053503,1490.3488189341665,942605.0538864161,26.14643725,,,,,,,,,,,,,,,,,,,,,,,,390.14,390.39,387.74,388.04,7459033.0,81.5096,0.0,10,FTTUSD,bitstamp,bitstamp/FTTUSD
11,2022-11-01 10:29:30.000000000,26.158028333333334,26.223998833333333,4706.692293407833,939889.5250861945,408.55017429599997,1104.2059041441669,0.06597050000000002,944596.2173796023,1512.756078440167,943083.4613011623,26.191013583333334,,,,,,,,,,,,,,,,,,,,,,,,388.12,388.4,383.58,384.01,14288966.0,81.5096,0.0,11,FTTUSD,bitstamp,bitstamp/FTTUSD
12,2022-11-01 11:29:30.000000000,26.10575383333333,26.167123,4997.806779488,840183.2095722746,416.1832315205,1115.8625036651667,0.06136916666666662,845181.0163517627,1532.0457351856667,843648.970616577,26.136438416666667,,,,,,,,,,,,,,,,,,,,,,,,384.01,384.82,383.29,384.54,7807397.0,81.5096,0.0,12,FTTUSD,bitstamp,bitstamp/FTTUSD
13,2022-11-01 12:29:30.000000000,26.07861666666667,26.133846833333333,4962.710380381333,873504.7020047765,414.4998684035,1114.5062341553335,0.05523016666666698,878467.4123851577,1529.0061025588334,876938.4062825989,26.10623175,,,,,,,,,,,,,,,,,2.65,2.51,4.54,4.27,4.07,4.14,25.81,384.53,386.02,383.97,384.73,6861108.0,81.5096,0.0,13,FTTUSD,bitstamp,bitstamp/FTTUSD
14,2022-11-01 13:29:30.000000000,25.974974166666666,26.043559333333334,4959.3699112825,898487.8232058662,373.25539332016666,1071.9088964165,0.06858516666666688,903447.1931171487,1445.1642897366667,902002.028827412,26.00926675,,,,,,,,,,,,,,,,,2.65125,2.5108333333333333,4.542916666666667,4.271249999999999,4.07125,4.140416666666666,25.812083333333334,384.73,385.45,384.27,385.09,4554927.0,81.5096,0.0,14,FTTUSD,bitstamp,bitstamp/FTTUSD
15,2022-11-01 14:29:30.000000000,25.671599,25.726601000000002,4701.275453345167,714984.534767855,434.002187468,1131.0820820748334,0.05500199999999989,719685.8102212002,1565.0842695428335,718120.7259516573,25.699099999999998,,,,,,,,,,,,,,,,,2.6525,2.5116666666666663,4.545833333333333,4.2725,4.0725,4.140833333333333,25.814166666666665,385.08,385.55,384.27,385.39,5303630.0,81.5096,0.0,15,FTTUSD,bitstamp,bitstamp/FTTUSD
16,2022-11-01 15:29:30.000000000,25.668603333333333,25.7192635,4569.7762928495,864764.6938817166,420.11642502083333,1127.9727172068335,0.05066016666666697,869334.4701745661,1548.0891422276666,867786.3810323385,25.693933416666667,,,,,,,,,,,,,,,,,2.65375,2.5124999999999997,4.54875,4.27375,4.07375,4.141249999999999,25.81625,385.39,385.8,384.48,384.54,13527636.0,81.5096,0.0,16,FTTUSD,bitstamp,bitstamp/FTTUSD
17,2022-11-01 16:29:30.000000000,25.659820833333335,25.709739666666668,4530.986438026333,839738.453822974,378.29704412350003,1089.7209044095,0.04991883333333351,844269.4402610003,1468.0179485330002,842801.4223124672,25.68478025,,,,,,,,,,,,,,,,,2.655,2.513333333333333,4.551666666666667,4.2749999999999995,4.075,4.141666666666667,25.81833333333333,385.3072222222222,385.7033333333333,384.365,384.42333333333335,13007947.5,81.5096,0.0,17,FTTUSD,bitstamp,bitstamp/FTTUSD
18,2022-11-01 17:29:30.000000000,25.669231333333336,25.7284775,4421.0373508494995,781288.26327305,400.233893169,1107.7927299183334,0.059246166666666884,785709.3006238994,1508.0266230873335,784201.2740008122,25.698854416666666,,,,,,,,,,,,,,,,,2.65625,2.5141666666666667,4.554583333333333,4.276249999999999,4.07625,4.142083333333333,25.820416666666667,385.22444444444443,385.6066666666667,384.25,384.3066666666667,12488259.0,81.5096,0.0,18,FTTUSD,bitstamp,bitstamp/FTTUSD
19,2022-11-01 18:29:30.000000000,25.7459435,25.807028666666668,4451.874337936333,781313.6724218427,426.1710845601666,1136.8878349971667,0.061085166666666725,785765.546759779,1563.0589195573334,784202.4878402217,25.776486083333335,,,,,,,,,,,,,,,,,2.6574999999999998,2.5149999999999997,4.5575,4.2775,4.077500000000001,4.1425,25.822499999999998,385.14166666666665,385.51,384.135,384.19,11968570.5,81.5096,0.0,19,FTTUSD,bitstamp,bitstamp/FTTUSD
20,2022-11-01 19:29:30.000000000,25.7963765,25.844592166666665,4598.425420885334,698184.3680839161,397.03576463300004,1116.9485786578334,0.04821566666666673,702782.7935048015,1513.9843432908335,701268.8091615107,25.820484333333336,,,,,,,,,,,,,,,,,2.65875,2.515833333333333,4.560416666666667,4.27875,4.07875,4.142916666666666,25.824583333333333,385.0588888888889,385.41333333333336,384.02000000000004,384.0733333333333,11448882.0,81.5096,0.0,20,FTTUSD,bitstamp,bitstamp/FTTUSD
21,2022-11-01 20:29:30.000000000,25.787251333333334,25.844055166666667,4623.982311014333,881479.7612051618,396.512134521,1107.2228212020002,0.056803833333333935,886103.7435161762,1503.7349557230002,884600.0085604531,25.81565325,,,,,,,,,,,,,,,,,2.66,2.5166666666666666,4.5633333333333335,4.279999999999999,4.08,4.1433333333333335,25.826666666666664,384.9761111111111,385.31666666666666,383.90500000000003,383.9566666666667,10929193.5,81.5096,0.0,21,FTTUSD,bitstamp,bitstamp/FTTUSD
22,2022-11-01 21:29:30.000000000,25.815452666666665,25.863156333333333,4615.5564888368335,839804.4592816235,393.5471137476667,1115.1419456588335,0.047703666666666804,844420.0157704602,1508.6890594065,842911.3267110538,25.8393045,,,,,,,,,,,,,,,,,2.66125,2.5174999999999996,4.56625,4.28125,4.08125,4.14375,25.82875,384.8933333333333,385.22,383.79,383.84000000000003,10409505.0,81.5096,0.0,22,FTTUSD,bitstamp,bitstamp/FTTUSD
23,2022-11-01 22:29:30.000000000,25.786270166666668,25.841251166666666,4599.204727323833,764802.3981608261,408.6583006863333,1132.7761594270003,0.05498099999999992,769401.6028881499,1541.4344601133334,767860.1684280365,25.813760666666667,,,,,,,,,,,,,,,,,2.6625,2.518333333333333,4.569166666666667,4.2825,4.0825,4.144166666666667,25.83083333333333,384.81055555555554,385.12333333333333,383.675,383.72333333333336,9889816.5,81.5096,0.0,23,FTTUSD,bitstamp,bitstamp/FTTUSD
24,2022-11-01 23:29:30.000000000,25.84463966666667,25.9038565,4577.684555235833,889790.0286294535,402.6335368526667,1119.2312861358334,0.059216833333333475,894367.7131846894,1521.8648229885002,892845.8483617008,25.874248083333335,,,,,,,,,,,,,,,,,2.66375,2.5191666666666666,4.5720833333333335,4.2837499999999995,4.08375,4.144583333333333,25.832916666666666,384.72777777777776,385.0266666666667,383.56,383.6066666666667,9370128.0,81.5096,0.0,24,FTTUSD,bitstamp,bitstamp/FTTUSD
25,2022-11-02 00:29:30.000000000,25.83211383333333,25.891521666666666,4568.891627834667,673095.4110872879,412.29616663433336,1123.8478622585,0.0594078333333337,677664.3027151227,1536.1440288928336,676128.1586862298,25.86181775,,,,,,,,,,,,,,,,,2.665,2.5199999999999996,4.575,4.285,4.085,4.145,25.835,384.645,384.93,383.44500000000005,383.49,8850439.5,81.5096,4.00458795544,25,FTTUSD,bitstamp,bitstamp/FTTUSD
26,2022-11-02 01:29:30.000000000,25.907413333333334,25.968345166666666,4863.757506248833,740051.7302990354,406.01587811133334,1120.6203396225,0.060931833333333324,744915.4878052843,1526.6362177338335,743388.8515875505,25.937879249999998,,,,,,,,,,,,,,,,,2.6662500000000002,2.520833333333333,4.577916666666667,4.28625,4.08625,4.145416666666667,25.837083333333332,384.5622222222222,384.8333333333333,383.33000000000004,383.37333333333333,8330751.0,81.5096,4.00458795544,26,FTTUSD,bitstamp,bitstamp/FTTUSD
27,2022-11-02 02:29:30.000000000,25.8910665,25.947683833333333,4761.68541524,839964.748114606,430.06211002833334,1129.7790734480002,0.056617333333333235,844726.433529846,1559.8411834763333,843166.5923463698,25.91937516666667,,,,,,,,,,,,,,,,,2.6675,2.5216666666666665,4.5808333333333335,4.2875,4.0875,4.145833333333333,25.839166666666667,384.4794444444444,384.7366666666667,383.21500000000003,383.25666666666666,7811062.5,81.5096,4.00458795544,27,FTTUSD,bitstamp,bitstamp/FTTUSD
28,2022-11-02 03:29:30.000000000,26.109578666666668,26.17683783333333,3957.6117684788333,872496.7937596149,465.0780519938333,1156.5967861381666,0.06725916666666681,876454.4055280939,1621.6748381319999,874832.7306899618,26.14320825,5.96175612,155.36574918964803,1.0,5.96175612,155.36574918964803,1.0,-1628.9652438800003,744.955652322914,6946.22680744213,26.0604,0.0855962961767285,,,,,,2.66875,2.5225,4.58375,4.288749999999999,4.08875,4.14625,25.84125,384.39666666666665,384.64,383.1,383.14,7291374.0,81.5096,4.00458795544,28,FTTUSD,bitstamp,bitstamp/FTTUSD
