,time,exchange,symbol,ask_amount,ask_price,bid_price,bid_amount
0,2022-11-01T00:00:00.000000,ftx,SOL/USD,10.0,32.5275,32.525,10.06
1,2022-11-01T00:01:00.000000,ftx,SOL/USD,145.01,32.55,32.5475,10.0
2,2022-11-01T00:02:00.000000,ftx,SOL/USD,8.64,32.5325,32.53,75.02
3,2022-11-01T00:03:00.000000,ftx,SOL/USD,0.02,32.5625,32.56,0.09
4,2022-11-01T00:04:00.000000,ftx,SOL/USD,0.02,32.58,32.5775,182.82
5,2022-11-01T00:05:00.000000,ftx,SOL/USD,0.02,32.545,32.5425,65.09
6,2022-11-01T00:06:00.000000,ftx,SOL/USD,10.03,32.535,32.5325,73.5
7,2022-11-01T00:07:00.000000,ftx,SOL/USD,72.0,32.5125,32.51,1.56
8,2022-11-01T00:08:00.000000,ftx,SOL/USD,206.57,32.5575,32.555,6.9
9,2022-11-01T00:09:00.000000,ftx,SOL/USD,141.18,32.565,32.5625,3.13
10,2022-11-01T00:10:00.000000,ftx,SOL/USD,0.01,32.57,32.5675,568.48
11,2022-11-01T00:11:00.000000,ftx,SOL/USD,65.02,32.5575,32.555,0.01
12,2022-11-01T00:12:00.000000,ftx,SOL/USD,74.99,32.6425,32.6375,13.11
13,2022-11-01T00:13:00.000000,ftx,SOL/USD,10.05,32.67,32.6675,320.5
14,2022-11-01T00:14:00.000000,ftx,SOL/USD,0.02,32.6525,32.65,468.73
15,2022-11-01T00:15:00.000000,ftx,SOL/USD,10.01,32.68,32.675,8.02
16,2022-11-01T00:16:00.000000,ftx,SOL/USD,10.0,32.675,32.6725,77.35
17,2022-11-01T00:17:00.000000,ftx,SOL/USD,0.08,32.6725,32.67,75.03
18,2022-11-01T00:18:00.000000,ftx,SOL/USD,0.08,32.6625,32.66,10.0
19,2022-11-01T00:19:00.000000,ftx,SOL/USD,229.08,32.6775,32.675,0.1
20,2022-11-01T00:20:00.000000,ftx,SOL/USD,0.03,32.715,32.7125,112.52
21,2022-11-01T00:21:00.000000,ftx,SOL/USD,0.02,32.725,32.7225,429.74
22,2022-11-01T00:22:00.000000,ftx,SOL/USD,47.02,32.7275,32.725,0.02
23,2022-11-01T00:23:00.000000,ftx,SOL/USD,12.2,32.705,32.7025,196.97
24,2022-11-01T00:24:00.000000,ftx,SOL/USD,365.84,32.6775,32.675,0.07
25,2022-11-01T00:25:00.000000,ftx,SOL/USD,10.0,32.635,32.6325,206.66
26,2022-11-01T00:26:00.000000,ftx,SOL/USD,0.02,32.625,32.6225,237.04
27,2022-11-01T00:27:00.000000,ftx,SOL/USD,0.06,32.66,32.6575,530.17
28,2022-11-01T00:28:00.000000,ftx,SOL/USD,239.09,32.645,32.6425,0.04
29,2022-11-01T00:29:00.000000,ftx,SOL/USD,65.0,32.645,32.6425,0.02
30,2022-11-01T00:30:00.000000,ftx,SOL/USD,406.43,32.6175,32.615,0.02
31,2022-11-01T00:31:00.000000,ftx,SOL/USD,353.03,32.6025,32.6,10.02
32,2022-11-01T00:32:00.000000,ftx,SOL/USD,39.61,32.61,32.6075,10.0
33,2022-11-01T00:33:00.000000,ftx,SOL/USD,10.03,32.6125,32.61,124.03
34,2022-11-01T00:34:00.000000,ftx,SOL/USD,65.45,32.63,32.6275,7.21
35,2022-11-01T00:35:00.000000,ftx,SOL/USD,171.54,32.64,32.6375,50.0
