,time,exchange,symbol,ask_amount,ask_price,bid_price,bid_amount
0,2022-11-01T00:00:00.000000,ftx,SOL-PERP,130.0,32.53,32.5275,3.65
1,2022-11-01T00:01:00.000000,ftx,SOL-PERP,80.0,32.5525,32.5475,361.89
2,2022-11-01T00:02:00.000000,ftx,SOL-PERP,30.86,32.535,32.5325,205.72
3,2022-11-01T00:03:00.000000,ftx,SOL-PERP,312.72,32.5725,32.57,32.0
4,2022-11-01T00:04:00.000000,ftx,SOL-PERP,310.2,32.5925,32.59,17.82
5,2022-11-01T00:05:00.000000,ftx,SOL-PERP,0.42,32.5525,32.55,89.41
6,2022-11-01T00:06:00.000000,ftx,SOL-PERP,827.65,32.5425,32.54,81.59
7,2022-11-01T00:07:00.000000,ftx,SOL-PERP,666.59,32.5225,32.52,0.87
8,2022-11-01T00:08:00.000000,ftx,SOL-PERP,216.96,32.5625,32.56,312.54
9,2022-11-01T00:09:00.000000,ftx,SOL-PERP,642.03,32.57,32.5675,4.07
10,2022-11-01T00:10:00.000000,ftx,SOL-PERP,0.76,32.5825,32.58,440.86
11,2022-11-01T00:11:00.000000,ftx,SOL-PERP,86.91,32.5625,32.56,83.62
12,2022-11-01T00:12:00.000000,ftx,SOL-PERP,80.56,32.6475,32.645,30.0
13,2022-11-01T00:13:00.000000,ftx,SOL-PERP,249.74,32.68,32.6775,41.19
14,2022-11-01T00:14:00.000000,ftx,SOL-PERP,1.09,32.66,32.6575,220.77
15,2022-11-01T00:15:00.000000,ftx,SOL-PERP,123.02,32.685,32.68,192.89
16,2022-11-01T00:16:00.000000,ftx,SOL-PERP,295.19,32.69,32.68,130.95
17,2022-11-01T00:17:00.000000,ftx,SOL-PERP,277.71,32.685,32.6825,140.79
18,2022-11-01T00:18:00.000000,ftx,SOL-PERP,62.5,32.6675,32.665,344.1
19,2022-11-01T00:19:00.000000,ftx,SOL-PERP,19.31,32.6825,32.68,21.38
20,2022-11-01T00:20:00.000000,ftx,SOL-PERP,46.66,32.725,32.7225,183.81
21,2022-11-01T00:21:00.000000,ftx,SOL-PERP,82.01,32.735,32.7325,137.22
22,2022-11-01T00:22:00.000000,ftx,SOL-PERP,80.07,32.735,32.7275,448.69
23,2022-11-01T00:23:00.000000,ftx,SOL-PERP,28.98,32.71,32.7075,507.26
24,2022-11-01T00:24:00.000000,ftx,SOL-PERP,951.02,32.6825,32.68,45.0
25,2022-11-01T00:25:00.000000,ftx,SOL-PERP,206.23,32.64,32.6375,447.09
26,2022-11-01T00:26:00.000000,ftx,SOL-PERP,157.9,32.635,32.6325,2.99
27,2022-11-01T00:27:00.000000,ftx,SOL-PERP,2.07,32.6675,32.665,476.39
28,2022-11-01T00:28:00.000000,ftx,SOL-PERP,12.93,32.645,32.6425,129.01
29,2022-11-01T00:29:00.000000,ftx,SOL-PERP,19.86,32.6475,32.645,377.84
30,2022-11-01T00:30:00.000000,ftx,SOL-PERP,350.54,32.6225,32.6175,198.19
31,2022-11-01T00:31:00.000000,ftx,SOL-PERP,0.08,32.605,32.6025,661.21
32,2022-11-01T00:32:00.000000,ftx,SOL-PERP,5.27,32.6125,32.61,880.61
33,2022-11-01T00:33:00.000000,ftx,SOL-PERP,17.95,32.6175,32.615,416.79
34,2022-11-01T00:34:00.000000,ftx,SOL-PERP,18.49,32.635,32.6325,71.49
35,2022-11-01T00:35:00.000000,ftx,SOL-PERP,363.81,32.6475,32.645,578.68
36,2022-11-01T00:36:00.000000,ftx,SOL-PERP,249.23,32.6675,32.665,80.8
37,2022-11-01T00:37:00.000000,ftx,SOL-PERP,135.74,32.71,32.7075,115.14
38,2022-11-01T00:38:00.000000,ftx,SOL-PERP,236.28,32.71,32.7025,171.44
39,2022-11-01T00:39:00.000000,ftx,SOL-PERP,97.72,32.745,32.7425,182.22
40,2022-11-01T00:40:00.000000,ftx,SOL-PERP,0.15,32.73,32.7275,165.14
41,2022-11-01T00:41:00.000000,ftx,SOL-PERP,122.76,32.7275,32.7225,195.14
42,2022-11-01T00:42:00.000000,ftx,SOL-PERP,0.43,32.745,32.7425,125.41
43,2022-11-01T00:43:00.000000,ftx,SOL-PERP,0.8,32.76,32.7575,274.95
44,2022-11-01T00:44:00.000000,ftx,SOL-PERP,122.46,32.75,32.7475,309.15
45,2022-11-01T00:45:00.000000,ftx,SOL-PERP,2.62,32.7525,32.75,251.54
46,2022-11-01T00:46:00.000000,ftx,SOL-PERP,126.82,32.7075,32.705,89.82
47,2022-11-01T00:47:00.000000,ftx,SOL-PERP,13.73,32.725,32.7225,221.97
48,2022-11-01T00:48:00.000000,ftx,SOL-PERP,0.12,32.7175,32.715,209.65
49,2022-11-01T00:49:00.000000,ftx,SOL-PERP,11.55,32.7475,32.745,975.18
50,2022-11-01T00:50:00.000000,ftx,SOL-PERP,140.56,32.745,32.7425,80.0
51,2022-11-01T00:51:00.000000,ftx,SOL-PERP,373.97,32.7425,32.74,3.05
52,2022-11-01T00:52:00.000000,ftx,SOL-PERP,19.41,32.695,32.6925,449.58
53,2022-11-01T00:53:00.000000,ftx,SOL-PERP,279.86,32.665,32.6625,8.82
54,2022-11-01T00:54:00.000000,ftx,SOL-PERP,247.12,32.6825,32.68,0.69
55,2022-11-01T00:55:00.000000,ftx,SOL-PERP,0.65,32.695,32.6925,301.24
56,2022-11-01T00:56:00.000000,ftx,SOL-PERP,462.09,32.64,32.6375,4.9
57,2022-11-01T00:57:00.000000,ftx,SOL-PERP,80.0,32.6325,32.63,321.67
58,2022-11-01T00:58:00.000000,ftx,SOL-PERP,13.67,32.6625,32.66,119.68
59,2022-11-01T00:59:00.000000,ftx,SOL-PERP,138.05,32.64,32.6375,192.93
60,2022-11-01T01:00:00.000000,ftx,SOL-PERP,86.87,32.675,32.6725,152.17
61,2022-11-01T01:01:00.000000,ftx,SOL-PERP,111.77,32.6625,32.66,80.21
62,2022-11-01T01:02:00.000000,ftx,SOL-PERP,156.7,32.6425,32.64,6.19
63,2022-11-01T01:03:00.000000,ftx,SOL-PERP,80.0,32.69,32.6875,130.48
64,2022-11-01T01:04:00.000000,ftx,SOL-PERP,82.0,32.7075,32.705,139.38
65,2022-11-01T01:05:00.000000,ftx,SOL-PERP,451.35,32.7075,32.705,0.25
66,2022-11-01T01:06:00.000000,ftx,SOL-PERP,373.34,32.7225,32.72,3.34
67,2022-11-01T01:07:00.000000,ftx,SOL-PERP,146.8,32.7125,32.71,233.04
68,2022-11-01T01:08:00.000000,ftx,SOL-PERP,131.02,32.71,32.7075,436.76
69,2022-11-01T01:09:00.000000,ftx,SOL-PERP,87.85,32.74,32.7375,180.0
70,2022-11-01T01:10:00.000000,ftx,SOL-PERP,169.27,32.75,32.7475,124.95
71,2022-11-01T01:11:00.000000,ftx,SOL-PERP,21.1,32.7575,32.755,85.84
72,2022-11-01T01:12:00.000000,ftx,SOL-PERP,45.26,32.765,32.7625,82.3
73,2022-11-01T01:13:00.000000,ftx,SOL-PERP,464.0,32.7575,32.755,2.77
74,2022-11-01T01:14:00.000000,ftx,SOL-PERP,30.92,32.7575,32.755,81.1
75,2022-11-01T01:15:00.000000,ftx,SOL-PERP,274.98,32.7425,32.74,4.69
76,2022-11-01T01:16:00.000000,ftx,SOL-PERP,80.32,32.7575,32.755,195.14
77,2022-11-01T01:17:00.000000,ftx,SOL-PERP,11.73,32.7375,32.735,203.08
78,2022-11-01T01:18:00.000000,ftx,SOL-PERP,24.97,32.73,32.7275,572.24
79,2022-11-01T01:19:00.000000,ftx,SOL-PERP,0.43,32.74,32.7375,646.8
80,2022-11-01T01:20:00.000000,ftx,SOL-PERP,307.64,32.7475,32.745,89.33
81,2022-11-01T01:21:00.000000,ftx,SOL-PERP,39.44,32.8,32.7975,258.45
82,2022-11-01T01:22:00.000000,ftx,SOL-PERP,214.42,32.78,32.7775,563.52
83,2022-11-01T01:23:00.000000,ftx,SOL-PERP,45.68,32.7725,32.77,45.0
84,2022-11-01T01:24:00.000000,ftx,SOL-PERP,15.35,32.805,32.8025,466.45
85,2022-11-01T01:25:00.000000,ftx,SOL-PERP,214.22,32.78,32.7775,6.51
86,2022-11-01T01:26:00.000000,ftx,SOL-PERP,101.32,32.8,32.7975,182.62
87,2022-11-01T01:27:00.000000,ftx,SOL-PERP,6.35,32.8225,32.82,748.23
88,2022-11-01T01:28:00.000000,ftx,SOL-PERP,76.15,32.83,32.8275,80.16
89,2022-11-01T01:29:00.000000,ftx,SOL-PERP,176.4,32.8275,32.825,1406.68
90,2022-11-01T01:30:00.000000,ftx,SOL-PERP,111.14,32.8325,32.83,85.18
91,2022-11-01T01:31:00.000000,ftx,SOL-PERP,367.7,32.87,32.8675,8.34
92,2022-11-01T01:32:00.000000,ftx,SOL-PERP,80.01,32.85,32.8475,117.94
93,2022-11-01T01:33:00.000000,ftx,SOL-PERP,183.8,32.8825,32.88,239.52
94,2022-11-01T01:34:00.000000,ftx,SOL-PERP,264.89,32.8675,32.865,175.18
95,2022-11-01T01:35:00.000000,ftx,SOL-PERP,182.21,32.86,32.8575,224.36
96,2022-11-01T01:36:00.000000,ftx,SOL-PERP,298.02,32.8625,32.86,4.13
97,2022-11-01T01:37:00.000000,ftx,SOL-PERP,1.15,32.855,32.8525,442.18
98,2022-11-01T01:38:00.000000,ftx,SOL-PERP,146.56,32.8475,32.845,21.43
99,2022-11-01T01:39:00.000000,ftx,SOL-PERP,319.26,32.835,32.8325,6.01
100,2022-11-01T01:40:00.000000,ftx,SOL-PERP,3.52,32.8275,32.825,1019.01
101,2022-11-01T01:41:00.000000,ftx,SOL-PERP,363.72,32.845,32.8425,80.0
102,2022-11-01T01:42:00.000000,ftx,SOL-PERP,263.81,32.8325,32.83,683.7
103,2022-11-01T01:43:00.000000,ftx,SOL-PERP,1.22,32.8125,32.81,234.31
104,2022-11-01T01:44:00.000000,ftx,SOL-PERP,1.03,32.8,32.7975,130.11
105,2022-11-01T01:45:00.000000,ftx,SOL-PERP,6.28,32.81,32.8075,268.56
106,2022-11-01T01:46:00.000000,ftx,SOL-PERP,160.62,32.81,32.8075,343.1
107,2022-11-01T01:47:00.000000,ftx,SOL-PERP,137.08,32.8,32.7975,75.67
108,2022-11-01T01:48:00.000000,ftx,SOL-PERP,97.93,32.8225,32.82,220.53
109,2022-11-01T01:49:00.000000,ftx,SOL-PERP,502.43,32.805,32.8025,3.96
110,2022-11-01T01:50:00.000000,ftx,SOL-PERP,249.47,32.8,32.7975,14.88
111,2022-11-01T01:51:00.000000,ftx,SOL-PERP,352.18,32.785,32.7825,2.84
112,2022-11-01T01:52:00.000000,ftx,SOL-PERP,454.08,32.8225,32.82,115.14
113,2022-11-01T01:53:00.000000,ftx,SOL-PERP,145.92,32.7975,32.795,167.89
114,2022-11-01T01:54:00.000000,ftx,SOL-PERP,2692.22,32.7775,32.775,20.48
115,2022-11-01T01:55:00.000000,ftx,SOL-PERP,0.69,32.765,32.7625,661.51
116,2022-11-01T01:56:00.000000,ftx,SOL-PERP,2562.08,32.74,32.7375,198.18
117,2022-11-01T01:57:00.000000,ftx,SOL-PERP,179.33,32.7525,32.75,169.81
118,2022-11-01T01:58:00.000000,ftx,SOL-PERP,44.66,32.75,32.7475,111.77
119,2022-11-01T01:59:00.000000,ftx,SOL-PERP,50.3,32.7925,32.79,250.51
120,2022-11-01T02:00:00.000000,ftx,SOL-PERP,8.69,32.7625,32.76,233.48
121,2022-11-01T02:01:00.000000,ftx,SOL-PERP,80.3,32.7825,32.78,215.14
122,2022-11-01T02:02:00.000000,ftx,SOL-PERP,0.37,32.7675,32.7625,17.99
123,2022-11-01T02:03:00.000000,ftx,SOL-PERP,211.73,32.735,32.7325,56.15
124,2022-11-01T02:04:00.000000,ftx,SOL-PERP,232.11,32.7275,32.725,3.9
125,2022-11-01T02:05:00.000000,ftx,SOL-PERP,80.0,32.7875,32.785,45.0
126,2022-11-01T02:06:00.000000,ftx,SOL-PERP,382.05,32.7875,32.785,4.17
127,2022-11-01T02:07:00.000000,ftx,SOL-PERP,381.03,32.785,32.7825,0.32
128,2022-11-01T02:08:00.000000,ftx,SOL-PERP,270.83,32.775,32.7725,3.67
129,2022-11-01T02:09:00.000000,ftx,SOL-PERP,392.81,32.8,32.7975,2.57
130,2022-11-01T02:10:00.000000,ftx,SOL-PERP,125.0,32.7875,32.785,291.07
131,2022-11-01T02:11:00.000000,ftx,SOL-PERP,366.7,32.7875,32.785,0.02
132,2022-11-01T02:12:00.000000,ftx,SOL-PERP,8.95,32.765,32.7625,965.1
133,2022-11-01T02:13:00.000000,ftx,SOL-PERP,379.65,32.7725,32.77,109.58
134,2022-11-01T02:14:00.000000,ftx,SOL-PERP,548.85,32.7925,32.79,1.75
135,2022-11-01T02:15:00.000000,ftx,SOL-PERP,3.74,32.7625,32.76,1479.48
136,2022-11-01T02:16:00.000000,ftx,SOL-PERP,45.0,32.74,32.7375,166.24
137,2022-11-01T02:17:00.000000,ftx,SOL-PERP,162.88,32.7525,32.75,125.0
138,2022-11-01T02:18:00.000000,ftx,SOL-PERP,191.06,32.75,32.7475,80.39
139,2022-11-01T02:19:00.000000,ftx,SOL-PERP,256.93,32.7425,32.74,1.42
140,2022-11-01T02:20:00.000000,ftx,SOL-PERP,1877.49,32.75,32.7475,3.15
141,2022-11-01T02:21:00.000000,ftx,SOL-PERP,398.6,32.7375,32.735,0.47
142,2022-11-01T02:22:00.000000,ftx,SOL-PERP,80.0,32.7325,32.73,288.69
143,2022-11-01T02:23:00.000000,ftx,SOL-PERP,80.24,32.72,32.7175,117.33
144,2022-11-01T02:24:00.000000,ftx,SOL-PERP,276.56,32.735,32.7325,80.0
145,2022-11-01T02:25:00.000000,ftx,SOL-PERP,315.45,32.7775,32.775,25.69
146,2022-11-01T02:26:00.000000,ftx,SOL-PERP,91.92,32.7525,32.75,225.01
147,2022-11-01T02:27:00.000000,ftx,SOL-PERP,296.51,32.7725,32.77,5.77
148,2022-11-01T02:28:00.000000,ftx,SOL-PERP,2.0,32.8025,32.8,100.4
149,2022-11-01T02:29:00.000000,ftx,SOL-PERP,275.54,32.7825,32.78,0.02
150,2022-11-01T02:30:00.000000,ftx,SOL-PERP,0.91,32.81,32.8075,315.1
151,2022-11-01T02:31:00.000000,ftx,SOL-PERP,0.08,32.8175,32.815,434.76
152,2022-11-01T02:32:00.000000,ftx,SOL-PERP,528.46,32.8325,32.83,425.53
153,2022-11-01T02:33:00.000000,ftx,SOL-PERP,225.55,32.8625,32.86,122.31
154,2022-11-01T02:34:00.000000,ftx,SOL-PERP,258.92,32.8925,32.89,91.6
155,2022-11-01T02:35:00.000000,ftx,SOL-PERP,95.41,32.92,32.9175,50.33
156,2022-11-01T02:36:00.000000,ftx,SOL-PERP,425.41,32.9525,32.95,190.84
157,2022-11-01T02:37:00.000000,ftx,SOL-PERP,60.23,32.9825,32.98,735.13
158,2022-11-01T02:38:00.000000,ftx,SOL-PERP,150.76,32.965,32.9625,4868.17
159,2022-11-01T02:39:00.000000,ftx,SOL-PERP,5.96,32.935,32.9325,235.89
160,2022-11-01T02:40:00.000000,ftx,SOL-PERP,282.97,32.98,32.9775,938.49
161,2022-11-01T02:41:00.000000,ftx,SOL-PERP,120.85,32.9775,32.975,143.42
162,2022-11-01T02:42:00.000000,ftx,SOL-PERP,665.95,32.9425,32.94,3.79
163,2022-11-01T02:43:00.000000,ftx,SOL-PERP,385.52,32.945,32.9425,128.13
164,2022-11-01T02:44:00.000000,ftx,SOL-PERP,209.84,32.94,32.9375,171.3
165,2022-11-01T02:45:00.000000,ftx,SOL-PERP,392.3,32.94,32.9375,0.1
166,2022-11-01T02:46:00.000000,ftx,SOL-PERP,192.71,32.9425,32.94,0.1
167,2022-11-01T02:47:00.000000,ftx,SOL-PERP,195.69,32.965,32.9625,15.19
168,2022-11-01T02:48:00.000000,ftx,SOL-PERP,122.08,32.955,32.9525,130.15
169,2022-11-01T02:49:00.000000,ftx,SOL-PERP,18.14,32.9825,32.98,85.99
170,2022-11-01T02:50:00.000000,ftx,SOL-PERP,19.22,33.0,32.9975,270.31
171,2022-11-01T02:51:00.000000,ftx,SOL-PERP,16.88,33.01,33.0075,1824.29
172,2022-11-01T02:52:00.000000,ftx,SOL-PERP,632.72,33.005,33.0025,50.0
173,2022-11-01T02:53:00.000000,ftx,SOL-PERP,84.25,32.9675,32.965,197.42
174,2022-11-01T02:54:00.000000,ftx,SOL-PERP,316.81,32.955,32.9525,90.77
175,2022-11-01T02:55:00.000000,ftx,SOL-PERP,80.23,32.93,32.9275,457.41
176,2022-11-01T02:56:00.000000,ftx,SOL-PERP,108.16,32.9675,32.965,465.78
177,2022-11-01T02:57:00.000000,ftx,SOL-PERP,1.04,32.945,32.9425,552.67
178,2022-11-01T02:58:00.000000,ftx,SOL-PERP,0.88,32.98,32.9775,674.21
179,2022-11-01T02:59:00.000000,ftx,SOL-PERP,17.09,32.9675,32.965,424.36
180,2022-11-01T03:00:00.000000,ftx,SOL-PERP,84.48,32.9725,32.97,0.01
181,2022-11-01T03:01:00.000000,ftx,SOL-PERP,80.07,33.0075,33.005,450.87
182,2022-11-01T03:02:00.000000,ftx,SOL-PERP,131.44,33.0,32.9975,50.0
183,2022-11-01T03:03:00.000000,ftx,SOL-PERP,230.0,33.0025,33.0,0.32
184,2022-11-01T03:04:00.000000,ftx,SOL-PERP,180.0,32.9775,32.975,662.56
185,2022-11-01T03:05:00.000000,ftx,SOL-PERP,94.58,32.9625,32.96,360.0
186,2022-11-01T03:06:00.000000,ftx,SOL-PERP,655.52,32.95,32.9475,1.42
187,2022-11-01T03:07:00.000000,ftx,SOL-PERP,80.37,32.9525,32.95,943.55
188,2022-11-01T03:08:00.000000,ftx,SOL-PERP,125.33,32.9575,32.955,71.69
189,2022-11-01T03:09:00.000000,ftx,SOL-PERP,370.57,32.9375,32.935,5.65
190,2022-11-01T03:10:00.000000,ftx,SOL-PERP,352.89,32.9525,32.9475,80.0
191,2022-11-01T03:11:00.000000,ftx,SOL-PERP,123.99,32.9375,32.935,118.01
192,2022-11-01T03:12:00.000000,ftx,SOL-PERP,350.37,32.91,32.9075,50.0
193,2022-11-01T03:13:00.000000,ftx,SOL-PERP,298.09,32.91,32.9075,67.76
194,2022-11-01T03:14:00.000000,ftx,SOL-PERP,1491.37,32.8875,32.885,4.63
195,2022-11-01T03:15:00.000000,ftx,SOL-PERP,2869.44,32.9,32.8975,468.21
196,2022-11-01T03:16:00.000000,ftx,SOL-PERP,158.56,32.8625,32.86,158.68
197,2022-11-01T03:17:00.000000,ftx,SOL-PERP,2414.4,32.8075,32.805,8.68
198,2022-11-01T03:18:00.000000,ftx,SOL-PERP,892.66,32.8125,32.81,108.91
199,2022-11-01T03:19:00.000000,ftx,SOL-PERP,644.28,32.8225,32.82,259.08
200,2022-11-01T03:20:00.000000,ftx,SOL-PERP,0.15,32.815,32.8125,220.22
201,2022-11-01T03:21:00.000000,ftx,SOL-PERP,1.88,32.8175,32.815,49.96
202,2022-11-01T03:22:00.000000,ftx,SOL-PERP,808.88,32.815,32.8125,219.46
203,2022-11-01T03:23:00.000000,ftx,SOL-PERP,0.47,32.8125,32.81,535.47
204,2022-11-01T03:24:00.000000,ftx,SOL-PERP,0.14,32.7925,32.79,445.61
205,2022-11-01T03:25:00.000000,ftx,SOL-PERP,4.11,32.78,32.7775,126.94
206,2022-11-01T03:26:00.000000,ftx,SOL-PERP,0.07,32.7775,32.775,383.82
207,2022-11-01T03:27:00.000000,ftx,SOL-PERP,1143.32,32.77,32.7675,103.98
208,2022-11-01T03:28:00.000000,ftx,SOL-PERP,1218.38,32.7875,32.785,85.07
209,2022-11-01T03:29:00.000000,ftx,SOL-PERP,708.08,32.7675,32.765,19.98
210,2022-11-01T03:30:00.000000,ftx,SOL-PERP,0.61,32.7575,32.755,147.93
211,2022-11-01T03:31:00.000000,ftx,SOL-PERP,433.29,32.7375,32.735,103.76
212,2022-11-01T03:32:00.000000,ftx,SOL-PERP,80.09,32.7275,32.725,344.22
213,2022-11-01T03:33:00.000000,ftx,SOL-PERP,80.0,32.7175,32.715,87.8
214,2022-11-01T03:34:00.000000,ftx,SOL-PERP,1291.87,32.725,32.7225,214.06
215,2022-11-01T03:35:00.000000,ftx,SOL-PERP,1095.24,32.7175,32.715,67.95
216,2022-11-01T03:36:00.000000,ftx,SOL-PERP,586.05,32.685,32.6825,148.53
217,2022-11-01T03:37:00.000000,ftx,SOL-PERP,218.14,32.6825,32.68,18.01
218,2022-11-01T03:38:00.000000,ftx,SOL-PERP,50.0,32.6725,32.67,194.91
219,2022-11-01T03:39:00.000000,ftx,SOL-PERP,428.47,32.6475,32.645,18.06
220,2022-11-01T03:40:00.000000,ftx,SOL-PERP,1174.78,32.69,32.6875,18.28
221,2022-11-01T03:41:00.000000,ftx,SOL-PERP,624.87,32.6725,32.67,98.05
222,2022-11-01T03:42:00.000000,ftx,SOL-PERP,0.17,32.6875,32.685,99.92
223,2022-11-01T03:43:00.000000,ftx,SOL-PERP,60.58,32.6925,32.69,73.06
224,2022-11-01T03:44:00.000000,ftx,SOL-PERP,229.61,32.6775,32.675,82.0
225,2022-11-01T03:45:00.000000,ftx,SOL-PERP,935.6,32.6775,32.675,1269.08
226,2022-11-01T03:46:00.000000,ftx,SOL-PERP,691.55,32.6475,32.645,230.0
227,2022-11-01T03:47:00.000000,ftx,SOL-PERP,1390.15,32.6125,32.61,709.07
228,2022-11-01T03:48:00.000000,ftx,SOL-PERP,1023.87,32.64,32.6375,24.81
229,2022-11-01T03:49:00.000000,ftx,SOL-PERP,313.46,32.6175,32.615,65.39
230,2022-11-01T03:50:00.000000,ftx,SOL-PERP,1435.97,32.6175,32.615,210.68
231,2022-11-01T03:51:00.000000,ftx,SOL-PERP,1050.66,32.6425,32.64,300.87
232,2022-11-01T03:52:00.000000,ftx,SOL-PERP,484.58,32.645,32.6425,100.53
233,2022-11-01T03:53:00.000000,ftx,SOL-PERP,1092.78,32.6475,32.645,58.82
234,2022-11-01T03:54:00.000000,ftx,SOL-PERP,80.1,32.6425,32.64,171.09
235,2022-11-01T03:55:00.000000,ftx,SOL-PERP,229.91,32.645,32.6425,144.12
236,2022-11-01T03:56:00.000000,ftx,SOL-PERP,297.69,32.6325,32.63,0.03
237,2022-11-01T03:57:00.000000,ftx,SOL-PERP,280.61,32.61,32.6075,17.98
238,2022-11-01T03:58:00.000000,ftx,SOL-PERP,3722.75,32.63,32.6275,276.8
239,2022-11-01T03:59:00.000000,ftx,SOL-PERP,709.98,32.6,32.5975,92.35
240,2022-11-01T04:00:00.000000,ftx,SOL-PERP,661.31,32.5925,32.59,352.35
241,2022-11-01T04:01:00.000000,ftx,SOL-PERP,278.5,32.6125,32.61,349.33
242,2022-11-01T04:02:00.000000,ftx,SOL-PERP,1254.36,32.6225,32.62,116.3
243,2022-11-01T04:03:00.000000,ftx,SOL-PERP,1.28,32.6275,32.625,549.46
244,2022-11-01T04:04:00.000000,ftx,SOL-PERP,311.29,32.6425,32.64,358.59
245,2022-11-01T04:05:00.000000,ftx,SOL-PERP,9.25,32.6375,32.635,499.17
246,2022-11-01T04:06:00.000000,ftx,SOL-PERP,185.01,32.6375,32.635,521.91
247,2022-11-01T04:07:00.000000,ftx,SOL-PERP,12.88,32.62,32.6175,249.23
248,2022-11-01T04:08:00.000000,ftx,SOL-PERP,1000.66,32.61,32.6075,493.65
249,2022-11-01T04:09:00.000000,ftx,SOL-PERP,211.81,32.61,32.6075,1118.82
250,2022-11-01T04:10:00.000000,ftx,SOL-PERP,463.23,32.6075,32.605,287.66
251,2022-11-01T04:11:00.000000,ftx,SOL-PERP,2.18,32.6,32.5975,520.85
252,2022-11-01T04:12:00.000000,ftx,SOL-PERP,2.02,32.645,32.6425,1257.7
253,2022-11-01T04:13:00.000000,ftx,SOL-PERP,79.02,32.6525,32.65,82.41
254,2022-11-01T04:14:00.000000,ftx,SOL-PERP,2.52,32.6675,32.665,542.66
255,2022-11-01T04:15:00.000000,ftx,SOL-PERP,0.13,32.6725,32.67,287.52
256,2022-11-01T04:16:00.000000,ftx,SOL-PERP,80.72,32.6725,32.67,428.13
257,2022-11-01T04:17:00.000000,ftx,SOL-PERP,106.22,32.68,32.6775,121.73
258,2022-11-01T04:18:00.000000,ftx,SOL-PERP,80.09,32.6925,32.69,86.74
259,2022-11-01T04:19:00.000000,ftx,SOL-PERP,0.46,32.6775,32.675,201.37
260,2022-11-01T04:20:00.000000,ftx,SOL-PERP,0.47,32.705,32.7025,396.23
261,2022-11-01T04:21:00.000000,ftx,SOL-PERP,222.68,32.6925,32.69,130.0
262,2022-11-01T04:22:00.000000,ftx,SOL-PERP,891.55,32.6675,32.665,5.18
263,2022-11-01T04:23:00.000000,ftx,SOL-PERP,685.99,32.6725,32.67,60.61
264,2022-11-01T04:24:00.000000,ftx,SOL-PERP,695.27,32.68,32.6775,15.73
265,2022-11-01T04:25:00.000000,ftx,SOL-PERP,733.7,32.6675,32.665,100.52
266,2022-11-01T04:26:00.000000,ftx,SOL-PERP,5.45,32.64,32.6375,159.35
267,2022-11-01T04:27:00.000000,ftx,SOL-PERP,114.48,32.645,32.6375,267.8
268,2022-11-01T04:28:00.000000,ftx,SOL-PERP,113.31,32.615,32.6125,295.25
269,2022-11-01T04:29:00.000000,ftx,SOL-PERP,116.34,32.605,32.6025,84.35
270,2022-11-01T04:30:00.000000,ftx,SOL-PERP,114.53,32.6175,32.615,190.25
271,2022-11-01T04:31:00.000000,ftx,SOL-PERP,12.54,32.585,32.5825,589.63
272,2022-11-01T04:32:00.000000,ftx,SOL-PERP,332.59,32.605,32.6025,19.86
273,2022-11-01T04:33:00.000000,ftx,SOL-PERP,0.42,32.5675,32.565,307.98
274,2022-11-01T04:34:00.000000,ftx,SOL-PERP,357.41,32.5875,32.585,4.41
275,2022-11-01T04:35:00.000000,ftx,SOL-PERP,80.05,32.6,32.5975,152.0
276,2022-11-01T04:36:00.000000,ftx,SOL-PERP,129.99,32.62,32.6175,230.05
277,2022-11-01T04:37:00.000000,ftx,SOL-PERP,174.37,32.6325,32.6275,94.99
