,exchange,symbol,timestamp,time,top_bid,top_ask,amount_bid_10,amount_bid_25,amount_ask_10,amount_ask_25
0,binance-futures,BTCUSDT,1667260859983000,2022-11-01T00:00:00.000000,20465.4,20465.5,74.03,94.303,25.71,40.787000000000006
1,binance-futures,BTCUSDT,1667260919977000,2022-11-01T00:01:00.000000,20461.4,20461.5,28.666000000000004,48.00000000000001,14.063999999999998,37.94
2,binance-futures,BTCUSDT,1667260979970000,2022-11-01T00:02:00.000000,20457.4,20457.5,29.324,48.459,19.709,31.029000000000007
3,binance-futures,BTCUSDT,1667261039969000,2022-11-01T00:03:00.000000,20466.7,20466.8,1.899,13.049,151.36400000000003,196.45100000000005
4,binance-futures,BTCUSDT,1667261099970000,2022-11-01T00:04:00.000000,20469.2,20469.3,15.151,28.526000000000003,19.674000000000003,36.080000000000005
5,binance-futures,BTCUSDT,1667261159984000,2022-11-01T00:05:00.000000,20450.2,20450.3,44.363,69.862,3.262,19.412000000000003
6,binance-futures,BTCUSDT,1667261219969000,2022-11-01T00:06:00.000000,20449.9,20450.0,28.927000000000003,46.071000000000005,6.938,14.341999999999995
7,binance-futures,BTCUSDT,1667261279976000,2022-11-01T00:07:00.000000,20448.8,20448.9,8.986999999999997,14.022999999999994,114.061,126.70300000000005
8,binance-futures,BTCUSDT,1667261339954000,2022-11-01T00:08:00.000000,20457.7,20457.8,9.389,19.32399999999999,70.95499999999998,97.74
9,binance-futures,BTCUSDT,1667261399986000,2022-11-01T00:09:00.000000,20460.0,20460.1,21.271,31.273,45.971,65.069
10,binance-futures,BTCUSDT,1667261459984000,2022-11-01T00:10:00.000000,20461.6,20461.7,73.89399999999999,106.03099999999998,1.3709999999999998,5.5280000000000005
11,binance-futures,BTCUSDT,1667261519983000,2022-11-01T00:11:00.000000,20457.5,20457.6,29.786999999999995,51.103,13.023,34.230000000000004
12,binance-futures,BTCUSDT,1667261579974000,2022-11-01T00:12:00.000000,20487.4,20487.5,12.743999999999998,29.658,37.724,64.20700000000001
13,binance-futures,BTCUSDT,1667261639979000,2022-11-01T00:13:00.000000,20483.2,20483.3,7.939000000000001,26.886000000000003,35.152,62.087
14,binance-futures,BTCUSDT,1667261699994000,2022-11-01T00:14:00.000000,20475.4,20475.5,29.996,49.377,12.224000000000002,34.00100000000001
15,binance-futures,BTCUSDT,1667261759999000,2022-11-01T00:15:00.000000,20475.2,20475.3,16.723000000000006,31.67300000000001,26.426,40.417
16,binance-futures,BTCUSDT,1667261819989000,2022-11-01T00:16:00.000000,20476.6,20476.7,19.654,45.370000000000005,70.00800000000001,90.37400000000002
17,binance-futures,BTCUSDT,1667261879984000,2022-11-01T00:17:00.000000,20475.5,20475.6,20.989,52.868,12.926000000000002,38.075
18,binance-futures,BTCUSDT,1667261939978000,2022-11-01T00:18:00.000000,20467.8,20467.9,49.691,81.71999999999998,17.152,26.68900000000001
19,binance-futures,BTCUSDT,1667261999995000,2022-11-01T00:19:00.000000,20467.7,20467.8,9.600000000000003,22.517,39.679,54.20400000000001
20,binance-futures,BTCUSDT,1667262059982000,2022-11-01T00:20:00.000000,20472.1,20472.2,42.241,61.79999999999999,14.591,35.458
21,binance-futures,BTCUSDT,1667262119954000,2022-11-01T00:21:00.000000,20473.6,20473.7,22.073000000000004,26.56300000000001,25.678,35.778
22,binance-futures,BTCUSDT,1667262179994000,2022-11-01T00:22:00.000000,20469.5,20469.6,10.082,40.263,122.10900000000002,143.681
23,binance-futures,BTCUSDT,1667262239943000,2022-11-01T00:23:00.000000,20466.9,20467.0,71.801,89.06500000000001,2.439,23.167
24,binance-futures,BTCUSDT,1667262299991000,2022-11-01T00:24:00.000000,20460.0,20460.1,2.378,28.617999999999995,117.237,120.38
25,binance-futures,BTCUSDT,1667262359985000,2022-11-01T00:25:00.000000,20452.1,20452.2,16.476,37.755,61.59300000000001,78.41099999999999
26,binance-futures,BTCUSDT,1667262419907000,2022-11-01T00:26:00.000000,20452.0,20452.1,43.273,57.269000000000005,26.221,47.146
27,binance-futures,BTCUSDT,1667262479883000,2022-11-01T00:27:00.000000,20456.3,20456.4,19.254000000000005,43.89200000000001,30.676000000000005,41.46599999999999
28,binance-futures,BTCUSDT,1667262539974000,2022-11-01T00:28:00.000000,20444.6,20444.7,42.96999999999999,55.59999999999998,25.058,38.79
29,binance-futures,BTCUSDT,1667262599982000,2022-11-01T00:29:00.000000,20445.4,20445.5,15.675,52.604,26.357,46.53399999999999
30,binance-futures,BTCUSDT,1667262659988000,2022-11-01T00:30:00.000000,20453.5,20453.6,69.273,94.816,25.141,45.739
31,binance-futures,BTCUSDT,1667262719975000,2022-11-01T00:31:00.000000,20453.2,20453.3,120.91799999999998,143.63799999999998,3.617,24.239
32,binance-futures,BTCUSDT,1667262779969000,2022-11-01T00:32:00.000000,20452.4,20452.5,28.625,37.81099999999999,5.317,21.305000000000003
33,binance-futures,BTCUSDT,1667262839993000,2022-11-01T00:33:00.000000,20453.1,20453.2,30.097,42.535,15.695,30.758000000000003
34,binance-futures,BTCUSDT,1667262899894000,2022-11-01T00:34:00.000000,20453.4,20453.5,3.692,21.468000000000004,118.35800000000002,132.30500000000004
35,binance-futures,BTCUSDT,1667262959972000,2022-11-01T00:35:00.000000,20456.0,20456.1,4.706,28.464,119.811,194.036
36,binance-futures,BTCUSDT,1667263019987000,2022-11-01T00:36:00.000000,20456.8,20456.9,20.576,41.36,2.8349999999999995,23.706
37,binance-futures,BTCUSDT,1667263079993000,2022-11-01T00:37:00.000000,20463.7,20463.8,3.819,33.976000000000006,60.307,79.87300000000002
38,binance-futures,BTCUSDT,1667263139975000,2022-11-01T00:38:00.000000,20466.2,20466.3,34.65400000000001,56.74600000000001,9.9,16.406
39,binance-futures,BTCUSDT,1667263199988000,2022-11-01T00:39:00.000000,20470.7,20470.8,55.24699999999999,75.67999999999998,4.358,26.79
40,binance-futures,BTCUSDT,1667263259989000,2022-11-01T00:40:00.000000,20466.7,20466.8,47.197,75.19100000000002,19.852,51.504000000000005
41,binance-futures,BTCUSDT,1667263319972000,2022-11-01T00:41:00.000000,20463.7,20463.8,24.077,42.933000000000014,13.818000000000003,30.648000000000007
42,binance-futures,BTCUSDT,1667263379977000,2022-11-01T00:42:00.000000,20463.7,20463.8,40.63399999999999,83.89799999999998,17.349000000000004,28.969
43,binance-futures,BTCUSDT,1667263439974000,2022-11-01T00:43:00.000000,20463.6,20463.7,13.885999999999996,42.36099999999999,12.445000000000002,22.571000000000005
44,binance-futures,BTCUSDT,1667263499982000,2022-11-01T00:44:00.000000,20460.0,20460.1,7.85,43.43300000000001,45.298,67.09800000000001
45,binance-futures,BTCUSDT,1667263559992000,2022-11-01T00:45:00.000000,20460.2,20460.3,15.234,32.909,25.749,35.888
46,binance-futures,BTCUSDT,1667263619995000,2022-11-01T00:46:00.000000,20457.0,20457.1,17.843000000000004,36.78600000000001,36.07000000000001,51.54999999999999
47,binance-futures,BTCUSDT,1667263679999000,2022-11-01T00:47:00.000000,20454.5,20454.6,36.636,69.87,24.168000000000003,31.75100000000001
48,binance-futures,BTCUSDT,1667263739974000,2022-11-01T00:48:00.000000,20449.6,20449.7,28.407000000000004,35.383,12.824999999999996,25.57799999999999
49,binance-futures,BTCUSDT,1667263799952000,2022-11-01T00:49:00.000000,20449.7,20449.8,2.782999999999999,7.936999999999999,38.033,59.46799999999999
50,binance-futures,BTCUSDT,1667263859987000,2022-11-01T00:50:00.000000,20445.4,20445.5,40.022,55.72900000000001,22.581000000000003,46.666
51,binance-futures,BTCUSDT,1667263919969000,2022-11-01T00:51:00.000000,20445.7,20445.8,25.186000000000003,29.48600000000001,19.158,40.918
52,binance-futures,BTCUSDT,1667263979976000,2022-11-01T00:52:00.000000,20442.6,20442.7,20.65,89.218,16.308,25.43
53,binance-futures,BTCUSDT,1667264039939000,2022-11-01T00:53:00.000000,20440.6,20440.7,71.078,90.70300000000005,24.324,39.895
54,binance-futures,BTCUSDT,1667264099996000,2022-11-01T00:54:00.000000,20445.4,20445.5,34.787000000000006,69.145,7.997999999999999,21.424000000000003
55,binance-futures,BTCUSDT,1667264159983000,2022-11-01T00:55:00.000000,20448.4,20448.5,19.592,38.17899999999999,34.339,54.505
56,binance-futures,BTCUSDT,1667264219980000,2022-11-01T00:56:00.000000,20441.4,20441.5,55.539,77.36500000000001,47.28300000000001,69.655
