,time,exchange,symbol,amount,volume,number_trades,amount_buy,volume_buy,number_trades_buy
0,2022-09-21T00:00:00.000000,bitstamp,BTCUSD,0.04692,885.70884,2,0.04692,885.70884,2
1,2022-09-21T00:01:00.000000,bitstamp,BTCUSD,0.06498806,1225.8399906999998,4,0.00498806,93.9999907,2
2,2022-09-21T00:02:00.000000,bitstamp,BTCUSD,0.0226999999999999,428.42106,10,0.0226999999999999,428.42106,10
3,2022-09-21T00:03:00.000000,bitstamp,BTCUSD,1.89011222,35702.32972358,6,1.89011222,35702.32972358,6
4,2022-09-21T00:04:00.000000,bitstamp,BTCUSD,0.07704,1457.89536,10,0.07704,1457.89536,10
5,2022-09-21T00:05:00.000000,bitstamp,BTCUSD,0.6127405999999999,11585.636702159998,8,0.60946192,11523.63686336,6
6,2022-09-21T00:06:00.000000,bitstamp,BTCUSD,0.07058,1334.4217,8,0.07058,1334.4217,8
7,2022-09-21T00:07:00.000000,bitstamp,BTCUSD,0.07556,1428.6899600000002,6,0.07556,1428.6899600000002,6
8,2022-09-21T00:08:00.000000,bitstamp,BTCUSD,0.016732,316.21012399999995,12,0.0087879999999999,166.09235599999997,6
9,2022-09-21T00:09:00.000000,bitstamp,BTCUSD,0.0210159999999999,397.475584,10,0.0210159999999999,397.475584,10
10,2022-09-21T00:10:00.000000,bitstamp,BTCUSD,1.18165702,22385.20620092,8,1.16165702,22006.22620092,6
11,2022-09-21T00:11:00.000000,bitstamp,BTCUSD,0.06992,1323.98542,8,0.06992,1323.98542,8
12,2022-09-21T00:12:00.000000,bitstamp,BTCUSD,0.02172,411.7026,2,0.02172,411.7026,2
13,2022-09-21T00:13:00.000000,bitstamp,BTCUSD,0.05989428,1135.22362316,4,0.05989428,1135.22362316,4
14,2022-09-21T00:14:00.000000,bitstamp,BTCUSD,1.55934324,29552.830616560004,10,1.55934324,29552.830616560004,10
15,2022-09-21T00:15:00.000000,bitstamp,BTCUSD,4.99553258,94616.84504028,16,2.8,53034.8,6
16,2022-09-21T00:16:00.000000,bitstamp,BTCUSD,1.15912398,21924.53202596,18,0.2471799999999999,4672.4579,4
17,2022-09-21T00:17:00.000000,bitstamp,BTCUSD,0.1559400199999999,2946.37669804,10,0.15594,2946.3763200000003,8
18,2022-09-21T00:18:00.000000,bitstamp,BTCUSD,0.1019,1925.91,2,0.1019,1925.91,2
19,2022-09-21T00:19:00.000000,bitstamp,BTCUSD,2.0621400000000003,38987.84438,12,0.92336,17477.02896,6
20,2022-09-21T00:20:00.000000,bitstamp,BTCUSD,0.01749586,331.55593388,6,0.01749586,331.55593388,6
21,2022-09-21T00:21:00.000000,bitstamp,BTCUSD,1.2278323000000002,23253.8956194,10,0.6452082,12224.2276936,6
22,2022-09-21T00:22:00.000000,bitstamp,BTCUSD,0.0382161399999999,723.09011722,8,0.0382161399999999,723.09011722,8
23,2022-09-21T00:23:00.000000,bitstamp,BTCUSD,0.1141607,2159.9587654000006,12,0.1141607,2159.9587654000006,12
24,2022-09-21T00:24:00.000000,bitstamp,BTCUSD,0.00304,57.5168,2,0.00304,57.5168,2
25,2022-09-21T00:25:00.000000,bitstamp,BTCUSD,0.79522156,15041.664014460002,12,0.01540426,291.40995306,8
26,2022-09-21T00:26:00.000000,bitstamp,BTCUSD,0.58967612,11160.03513218,12,0.5749167,10880.654071,10
