,exchange,symbol,timestamp,time,top_bid,top_ask,amount_bid_10,amount_bid_25,amount_ask_10,amount_ask_25
0,bitstamp,ETHUSD,1663718399571402,2022-09-20T23:59:00.000000,1322.9,1323.4,109.58001416999998,414.98520185,226.05516416,839.7905638199999
1,bitstamp,ETHUSD,1663718459834076,2022-09-21T00:00:00.000000,1321.1,1321.6,23.56442213,401.06697501,173.92335225000002,699.24895289
2,bitstamp,ETHUSD,1663718519982850,2022-09-21T00:01:00.000000,1317.2,1318.1,96.49446396,832.86094168,158.66847499000002,584.1203081699999
3,bitstamp,ETHUSD,1663718579779827,2022-09-21T00:02:00.000000,1321.4,1322.5,67.83329137,266.79325077,163.98488480999998,506.49097063
4,bitstamp,ETHUSD,1663718639585781,2022-09-21T00:03:00.000000,1325.0,1325.9,77.01415787,179.74205787,218.49418593,598.8789766999998
5,bitstamp,ETHUSD,1663718699803956,2022-09-21T00:04:00.000000,1326.7,1327.4,64.36970205,150.24080205,287.95281859000005,536.1476695
6,bitstamp,ETHUSD,1663718759746946,2022-09-21T00:05:00.000000,1325.7,1326.5,74.33687129,180.89760849,192.97741709,548.1718292
7,bitstamp,ETHUSD,1663718819822685,2022-09-21T00:06:00.000000,1323.9,1324.6,100.50902154,250.22455533,117.29920415000002,432.20311537
8,bitstamp,ETHUSD,1663718879996619,2022-09-21T00:07:00.000000,1325.8,1326.0,69.73963352,181.13703644,141.26354886,535.42932252
9,bitstamp,ETHUSD,1663718939758130,2022-09-21T00:08:00.000000,1326.1,1326.6,42.96145186999999,223.35183014,212.92011335,524.1797493099999
10,bitstamp,ETHUSD,1663718999913936,2022-09-21T00:09:00.000000,1327.1,1327.6,60.13846471,157.24610984,211.47312707,668.06292163
11,bitstamp,ETHUSD,1663719059890123,2022-09-21T00:10:00.000000,1330.4,1331.4,43.25509694,118.97229694,112.84642032,417.74116566
12,bitstamp,ETHUSD,1663719119751777,2022-09-21T00:11:00.000000,1329.1,1329.8,127.51375165,234.5455934,166.72619863,499.58944135
13,bitstamp,ETHUSD,1663719179964613,2022-09-21T00:12:00.000000,1330.2,1330.7,66.72115379,168.09445485,148.59058495000002,527.36377176
14,bitstamp,ETHUSD,1663719239877112,2022-09-21T00:13:00.000000,1329.3,1329.8,98.05647871,245.68818183,162.88971154,487.89433333
15,bitstamp,ETHUSD,1663719299680409,2022-09-21T00:14:00.000000,1329.1,1329.5,63.99976822,203.91367948,152.72101747,498.57465832
16,bitstamp,ETHUSD,1663719359576937,2022-09-21T00:15:00.000000,1327.9,1328.6,88.81164883,233.61131626000005,184.63958708,553.1249347799999
17,bitstamp,ETHUSD,1663719419794017,2022-09-21T00:16:00.000000,1325.2,1325.9,77.11252163,206.93756509000005,156.53271694999998,486.57387096
18,bitstamp,ETHUSD,1663719479658792,2022-09-21T00:17:00.000000,1321.1,1321.7,134.17093935,282.99346287,108.86258294,484.05659459
19,bitstamp,ETHUSD,1663719539777250,2022-09-21T00:18:00.000000,1323.0,1323.8,115.00518777,281.00817223,175.14166988999995,527.978658
20,bitstamp,ETHUSD,1663719599826938,2022-09-21T00:19:00.000000,1328.6,1329.1,96.64465664,242.32741988,209.42291143,522.52571198
