,market_comparison,Shift,Correlation
85,binance-futures/ETHUSDT - ftx/ETH-PERP,-17,-0.00030702109198463935
86,binance-futures/ETHUSDT - ftx/ETH-PERP,-16,-0.001275129689532377
87,binance-futures/ETHUSDT - ftx/ETH-PERP,-15,0.008492825224643143
88,binance-futures/ETHUSDT - ftx/ETH-PERP,-14,-0.0010597508054450075
89,binance-futures/ETHUSDT - ftx/ETH-PERP,-13,-0.007376616850573803
90,binance-futures/ETHUSDT - ftx/ETH-PERP,-12,-0.007711284915459516
91,binance-futures/ETHUSDT - ftx/ETH-PERP,-11,0.01205074036453306
92,binance-futures/ETHUSDT - ftx/ETH-PERP,-10,-0.004000087127921134
93,binance-futures/ETHUSDT - ftx/ETH-PERP,-9,-0.02837002160577242
94,binance-futures/ETHUSDT - ftx/ETH-PERP,-8,-0.022216454878898388
95,binance-futures/ETHUSDT - ftx/ETH-PERP,-7,-0.000430593048747928
96,binance-futures/ETHUSDT - ftx/ETH-PERP,-6,-0.01392537091684841
97,binance-futures/ETHUSDT - ftx/ETH-PERP,-5,-0.018276095508218352
98,binance-futures/ETHUSDT - ftx/ETH-PERP,-4,-0.00039875115811138925
99,binance-futures/ETHUSDT - ftx/ETH-PERP,-3,0.0008421060260986088
100,binance-futures/ETHUSDT - ftx/ETH-PERP,-2,-0.05170812135197566
101,binance-futures/ETHUSDT - ftx/ETH-PERP,-1,0.0880086851500838
102,binance-futures/ETHUSDT - ftx/ETH-PERP,0,0.658326352870164
103,binance-futures/ETHUSDT - ftx/ETH-PERP,1,0.21491604587193655
104,binance-futures/ETHUSDT - ftx/ETH-PERP,2,-0.010550775191355598
105,binance-futures/ETHUSDT - ftx/ETH-PERP,3,0.0006104403763889978
106,binance-futures/ETHUSDT - ftx/ETH-PERP,4,0.006529696697392418
107,binance-futures/ETHUSDT - ftx/ETH-PERP,5,-0.014835594790252456
108,binance-futures/ETHUSDT - ftx/ETH-PERP,6,-0.0003239460095532002
109,binance-futures/ETHUSDT - ftx/ETH-PERP,7,0.012609047022617467
110,binance-futures/ETHUSDT - ftx/ETH-PERP,8,0.00041165422256425957
111,binance-futures/ETHUSDT - ftx/ETH-PERP,9,-0.003521129421864623
112,binance-futures/ETHUSDT - ftx/ETH-PERP,10,0.013166712741691585
113,binance-futures/ETHUSDT - ftx/ETH-PERP,11,0.004733069937359378
114,binance-futures/ETHUSDT - ftx/ETH-PERP,12,0.0018809421455272242
115,binance-futures/ETHUSDT - ftx/ETH-PERP,13,-0.0034237678301914
116,binance-futures/ETHUSDT - ftx/ETH-PERP,14,0.004363179167399525
117,binance-futures/ETHUSDT - ftx/ETH-PERP,15,0.010549641303982
118,binance-futures/ETHUSDT - ftx/ETH-PERP,16,-0.005215155336188861
119,binance-futures/ETHUSDT - ftx/ETH-PERP,17,0.005724129709776498
120,binance-futures/ETHUSDT - ftx/ETH-PERP,18,0.007310347339148403
121,binance-futures/ETHUSDT - ftx/ETH-PERP,19,-0.004352384969089846
122,binance-futures/ETHUSDT - ftx/ETH-PERP,20,0.0011542022177965332
123,binance-futures/ETHUSDT - ftx/ETH/USD,-20,-0.007513571040093366
124,binance-futures/ETHUSDT - ftx/ETH/USD,-19,-0.00011336718049513303
125,binance-futures/ETHUSDT - ftx/ETH/USD,-18,-0.007699973082776212
126,binance-futures/ETHUSDT - ftx/ETH/USD,-17,0.0016233429011406598
127,binance-futures/ETHUSDT - ftx/ETH/USD,-16,-0.012303449716406078
128,binance-futures/ETHUSDT - ftx/ETH/USD,-15,0.0105158948329624
129,binance-futures/ETHUSDT - ftx/ETH/USD,-14,0.003689777877703858
130,binance-futures/ETHUSDT - ftx/ETH/USD,-13,-0.007418168481549134
131,binance-futures/ETHUSDT - ftx/ETH/USD,-12,0.013829222929337739
132,binance-futures/ETHUSDT - ftx/ETH/USD,-11,0.0052138193625201265
133,binance-futures/ETHUSDT - ftx/ETH/USD,-10,-0.004211420866669131
134,binance-futures/ETHUSDT - ftx/ETH/USD,-9,-0.010675231381546664
135,binance-futures/ETHUSDT - ftx/ETH/USD,-8,0.004744984789892267
136,binance-futures/ETHUSDT - ftx/ETH/USD,-7,-0.004879026106451865
137,binance-futures/ETHUSDT - ftx/ETH/USD,-6,-0.013789525419770882
138,binance-futures/ETHUSDT - ftx/ETH/USD,-5,-0.011239020352180792
139,binance-futures/ETHUSDT - ftx/ETH/USD,-4,-0.009910531770790031
140,binance-futures/ETHUSDT - ftx/ETH/USD,-3,-0.003491837479914754
141,binance-futures/ETHUSDT - ftx/ETH/USD,-2,-0.00023874949272995941
142,binance-futures/ETHUSDT - ftx/ETH/USD,-1,0.021682359143863447
143,binance-futures/ETHUSDT - ftx/ETH/USD,0,0.17226721778193815
144,binance-futures/ETHUSDT - ftx/ETH/USD,1,0.05217825085228258
145,binance-futures/ETHUSDT - ftx/ETH/USD,2,0.0010295676041472933
146,binance-futures/ETHUSDT - ftx/ETH/USD,3,0.009816589190046306
147,binance-futures/ETHUSDT - ftx/ETH/USD,4,0.0031162759702159856
148,binance-futures/ETHUSDT - ftx/ETH/USD,5,-0.0004268722815684223
149,binance-futures/ETHUSDT - ftx/ETH/USD,6,0.0017216536682381157
150,binance-futures/ETHUSDT - ftx/ETH/USD,7,-9.354426502187863e-05
151,binance-futures/ETHUSDT - ftx/ETH/USD,8,-0.005339219176501969
152,binance-futures/ETHUSDT - ftx/ETH/USD,9,-0.0020498019817181494
153,binance-futures/ETHUSDT - ftx/ETH/USD,10,0.016768548132962333
154,binance-futures/ETHUSDT - ftx/ETH/USD,11,-0.005675451345776234
155,binance-futures/ETHUSDT - ftx/ETH/USD,12,-0.005700618607352805
156,binance-futures/ETHUSDT - ftx/ETH/USD,13,0.002428110231728039
157,binance-futures/ETHUSDT - ftx/ETH/USD,14,0.0012935883619327316
158,binance-futures/ETHUSDT - ftx/ETH/USD,15,-0.0053657137047831436
159,binance-futures/ETHUSDT - ftx/ETH/USD,16,0.0057398582939533
160,binance-futures/ETHUSDT - ftx/ETH/USD,17,0.005972333052956406
161,binance-futures/ETHUSDT - ftx/ETH/USD,18,-0.0059572986622140525
162,binance-futures/ETHUSDT - ftx/ETH/USD,19,0.006121162417881746
163,binance-futures/ETHUSDT - ftx/ETH/USD,20,-0.0007680586774940702
164,binance-futures/ETHUSDT - gate-io/ETH_USDT,-20,0.0025721258539396752
165,binance-futures/ETHUSDT - gate-io/ETH_USDT,-19,-0.010772717799186714
166,binance-futures/ETHUSDT - gate-io/ETH_USDT,-18,-0.005979697984154293
167,binance-futures/ETHUSDT - gate-io/ETH_USDT,-17,0.0005062264768105907
168,binance-futures/ETHUSDT - gate-io/ETH_USDT,-16,-0.014318045656585109
169,binance-futures/ETHUSDT - gate-io/ETH_USDT,-15,0.007891945987677259
170,binance-futures/ETHUSDT - gate-io/ETH_USDT,-14,0.0005107617965324795
171,binance-futures/ETHUSDT - gate-io/ETH_USDT,-13,0.004930722609963912
172,binance-futures/ETHUSDT - gate-io/ETH_USDT,-12,-0.0032265276679979693
173,binance-futures/ETHUSDT - gate-io/ETH_USDT,-11,0.009407446534066282
