,market_comparison,statistic,value
352,okex-swap/SOL-USDT-SWAP - bitstamp/SOLUSD,count,28799.0
353,okex-swap/SOL-USDT-SWAP - bitstamp/SOLUSD,mean,7.731909991896349e-09
354,okex-swap/SOL-USDT-SWAP - bitstamp/SOLUSD,std,0.009448880926960255
355,okex-swap/SOL-USDT-SWAP - bitstamp/SOLUSD,min,-0.29094506954052646
356,okex-swap/SOL-USDT-SWAP - bitstamp/SOLUSD,25%,-0.0003401595417562575
357,okex-swap/SOL-USDT-SWAP - bitstamp/SOLUSD,50%,0.0
358,okex-swap/SOL-USDT-SWAP - bitstamp/SOLUSD,75%,0.0003399648968664959
359,okex-swap/SOL-USDT-SWAP - bitstamp/SOLUSD,max,0.2863343069217419
360,okex-swap/SOL-USDT-SWAP - ftx/SOL-PERP,count,28799.0
361,okex-swap/SOL-USDT-SWAP - ftx/SOL-PERP,mean,-3.0411240176031508e-09
362,okex-swap/SOL-USDT-SWAP - ftx/SOL-PERP,std,0.0034238279107765717
363,okex-swap/SOL-USDT-SWAP - ftx/SOL-PERP,min,-0.12128318734257304
364,okex-swap/SOL-USDT-SWAP - ftx/SOL-PERP,25%,-0.00032878184571605296
365,okex-swap/SOL-USDT-SWAP - ftx/SOL-PERP,50%,0.0
366,okex-swap/SOL-USDT-SWAP - ftx/SOL-PERP,75%,0.00032939159401657037
367,okex-swap/SOL-USDT-SWAP - ftx/SOL-PERP,max,0.10097743355112465
368,okex-swap/SOL-USDT-SWAP - ftx/SOL/USD,count,28799.0
369,okex-swap/SOL-USDT-SWAP - ftx/SOL/USD,mean,-9.63178057909454e-09
370,okex-swap/SOL-USDT-SWAP - ftx/SOL/USD,std,0.014487364389717863
371,okex-swap/SOL-USDT-SWAP - ftx/SOL/USD,min,-0.27765813131413397
372,okex-swap/SOL-USDT-SWAP - ftx/SOL/USD,25%,-0.0003515266463820499
373,okex-swap/SOL-USDT-SWAP - ftx/SOL/USD,50%,0.0
374,okex-swap/SOL-USDT-SWAP - ftx/SOL/USD,75%,0.0003371865297063792
375,okex-swap/SOL-USDT-SWAP - ftx/SOL/USD,max,0.2783996633052377
376,okex-swap/SOL-USDT-SWAP - gate-io/SOL_USDT,count,28799.0
377,okex-swap/SOL-USDT-SWAP - gate-io/SOL_USDT,mean,2.143388882533193e-09
378,okex-swap/SOL-USDT-SWAP - gate-io/SOL_USDT,std,0.0030153839785491935
379,okex-swap/SOL-USDT-SWAP - gate-io/SOL_USDT,min,-0.18229290186908287
380,okex-swap/SOL-USDT-SWAP - gate-io/SOL_USDT,25%,-0.0004044153826510133
381,okex-swap/SOL-USDT-SWAP - gate-io/SOL_USDT,50%,0.0
382,okex-swap/SOL-USDT-SWAP - gate-io/SOL_USDT,75%,0.00040771414108520254
383,okex-swap/SOL-USDT-SWAP - gate-io/SOL_USDT,max,0.17914850322457543
384,okex-swap/SOL-USDT-SWAP - okex/SOL-USDT,count,28799.0
385,okex-swap/SOL-USDT-SWAP - okex/SOL-USDT,mean,-7.231855869746508e-09
386,okex-swap/SOL-USDT-SWAP - okex/SOL-USDT,std,0.0023658631302928496
387,okex-swap/SOL-USDT-SWAP - okex/SOL-USDT,min,-0.10492741953208151
388,okex-swap/SOL-USDT-SWAP - okex/SOL-USDT,25%,-0.0004000005379918292
389,okex-swap/SOL-USDT-SWAP - okex/SOL-USDT,50%,0.0
390,okex-swap/SOL-USDT-SWAP - okex/SOL-USDT,75%,0.0003910200465233604
391,okex-swap/SOL-USDT-SWAP - okex/SOL-USDT,max,0.10140477939746795
392,okex/SOL-USDT - binance-futures/SOLUSDT,count,28799.0
393,okex/SOL-USDT - binance-futures/SOLUSDT,mean,1.0305473252856473e-08
394,okex/SOL-USDT - binance-futures/SOLUSDT,std,0.002115776171776019
395,okex/SOL-USDT - binance-futures/SOLUSDT,min,-0.06275033602378066
396,okex/SOL-USDT - binance-futures/SOLUSDT,25%,-0.00036640397228038246
397,okex/SOL-USDT - binance-futures/SOLUSDT,50%,5.504752455198769e-06
398,okex/SOL-USDT - binance-futures/SOLUSDT,75%,0.000367729109671755
399,okex/SOL-USDT - binance-futures/SOLUSDT,max,0.04184977266315082
400,okex/SOL-USDT - binance/SOLUSDT,count,28799.0
401,okex/SOL-USDT - binance/SOLUSDT,mean,1.4963765861642855e-08
402,okex/SOL-USDT - binance/SOLUSDT,std,0.0011945378020457335
403,okex/SOL-USDT - binance/SOLUSDT,min,-0.022244355965796103
404,okex/SOL-USDT - binance/SOLUSDT,25%,-0.0003669099839798129
405,okex/SOL-USDT - binance/SOLUSDT,50%,2.2943269843977987e-06
406,okex/SOL-USDT - binance/SOLUSDT,75%,0.0003668452666987232
407,okex/SOL-USDT - binance/SOLUSDT,max,0.02569032684435557
408,okex/SOL-USDT - bitstamp/SOLUSD,count,28799.0
409,okex/SOL-USDT - bitstamp/SOLUSD,mean,1.4963765861642855e-08
410,okex/SOL-USDT - bitstamp/SOLUSD,std,0.009165640728886973
411,okex/SOL-USDT - bitstamp/SOLUSD,min,-0.2889551245308679
412,okex/SOL-USDT - bitstamp/SOLUSD,25%,-0.00040093431926546685
413,okex/SOL-USDT - bitstamp/SOLUSD,50%,2.5520360442676804e-06
414,okex/SOL-USDT - bitstamp/SOLUSD,75%,0.0003995760300563589
415,okex/SOL-USDT - bitstamp/SOLUSD,max,0.2879227970653164
416,okex/SOL-USDT - ftx/SOL-PERP,count,28799.0
417,okex/SOL-USDT - ftx/SOL-PERP,mean,4.190731852143357e-09
418,okex/SOL-USDT - ftx/SOL-PERP,std,0.0030789229735435743
419,okex/SOL-USDT - ftx/SOL-PERP,min,-0.06850815602495253
420,okex/SOL-USDT - ftx/SOL-PERP,25%,-0.000402610551262228
421,okex/SOL-USDT - ftx/SOL-PERP,50%,5.732937746305566e-06
422,okex/SOL-USDT - ftx/SOL-PERP,75%,0.00041005403365113047
423,okex/SOL-USDT - ftx/SOL-PERP,max,0.0626181530821679
424,okex/SOL-USDT - ftx/SOL/USD,count,28799.0
425,okex/SOL-USDT - ftx/SOL/USD,mean,-2.3999247093480314e-09
426,okex/SOL-USDT - ftx/SOL/USD,std,0.01436925252012809
427,okex/SOL-USDT - ftx/SOL/USD,min,-0.27688245238985854
428,okex/SOL-USDT - ftx/SOL/USD,25%,-0.0004276678509220755
429,okex/SOL-USDT - ftx/SOL/USD,50%,-6.74082992535574e-07
430,okex/SOL-USDT - ftx/SOL/USD,75%,0.00041718779640342873
431,okex/SOL-USDT - ftx/SOL/USD,max,0.27897714326448675
432,okex/SOL-USDT - gate-io/SOL_USDT,count,28799.0
433,okex/SOL-USDT - gate-io/SOL_USDT,mean,9.3752447522797e-09
434,okex/SOL-USDT - gate-io/SOL_USDT,std,0.002175923881410884
435,okex/SOL-USDT - gate-io/SOL_USDT,min,-0.18192313851114283
436,okex/SOL-USDT - gate-io/SOL_USDT,25%,-0.00046327334980400536
437,okex/SOL-USDT - gate-io/SOL_USDT,50%,1.3015382362979722e-06
438,okex/SOL-USDT - gate-io/SOL_USDT,75%,0.00046828185981784287
439,okex/SOL-USDT - gate-io/SOL_USDT,max,0.18288838486825876
440,okex/SOL-USDT - okex-swap/SOL-USDT-SWAP,count,28799.0
441,okex/SOL-USDT - okex-swap/SOL-USDT-SWAP,mean,7.231855869746508e-09
442,okex/SOL-USDT - okex-swap/SOL-USDT-SWAP,std,0.0023658631302928496
443,okex/SOL-USDT - okex-swap/SOL-USDT-SWAP,min,-0.10140477939746795
444,okex/SOL-USDT - okex-swap/SOL-USDT-SWAP,25%,-0.0003910200465233604
445,okex/SOL-USDT - okex-swap/SOL-USDT-SWAP,50%,0.0
446,okex/SOL-USDT - okex-swap/SOL-USDT-SWAP,75%,0.0004000005379918292
447,okex/SOL-USDT - okex-swap/SOL-USDT-SWAP,max,0.10492741953208151
