time,binance-futures/FTTUSDT,binance/FTTUSDT,bitstamp/FTTUSD,ftx/FTT-PERP,ftx/FTT/USD,gate-io/FTT_USDT
2022-11-01 00:00:00,,,,,,
2022-11-01 00:01:00,-0.0037622386239508643,-0.0027351467897034354,-0.0027351467897034354,-0.004193156227400241,-0.003049739887875713,-0.0028540011449322833
2022-11-01 00:02:00,-4.336147243311217e-05,-0.00021944173707755255,-0.00021944173707755255,0.0003548061019471582,0.0008229024179700062,0.0008229024179700062
2022-11-01 00:03:00,0.00048567760720397146,-6.287397897564162e-05,-6.287397897564162e-05,-0.0010031926560176707,-0.0012596868238325953,-0.0012596868238325953
2022-11-01 00:04:00,0.0004601006633739857,0.000608142903593123,0.000608142903593123,0.0008453112220543346,0.0013335025549094937,0.0009144299265515521
2022-11-01 00:05:00,-0.0009722554486493173,-0.00039962700448059607,-0.00039962700448059607,-0.0003684367059855198,-0.0004281139758148811,-9.041347456939519e-06
2022-11-01 00:06:00,-0.00021806951447800316,-0.0006933068287025002,-0.0006933068287025002,-0.0005733020475657824,-0.0007878725012693266,-0.0007878725012693266
2022-11-01 00:07:00,0.0006735181648256372,0.000433040174840027,0.000433040174840027,0.0004564122575141383,0.0005973962043457348,0.0005973962043457348
2022-11-01 00:08:00,-0.00027044709121470945,0.0005171970831487904,0.0005171970831487904,-5.5054297524836926e-05,-0.0003056512367645148,-0.0003056512367645148
2022-11-01 00:09:00,0.001073817950052458,0.000595896709679522,0.000595896709679522,0.001171386892981019,0.001442989469258027,0.001442989469258027
2022-11-01 00:10:00,0.00012199484239694414,-5.401200816601559e-05,-5.401200816601559e-05,5.1396413772941685e-05,-0.00028827246036566834,-0.0003345745854974602
2022-11-01 00:11:00,0.0002682940415144053,5.75498801076435e-05,5.75498801076435e-05,6.003339907412197e-06,0.0003634514489339047,0.00040975357406569657
2022-11-01 00:12:00,0.0007634785268706423,0.0010675567764044658,0.0010675567764044658,0.0015770409160422716,0.0013262188641860462,0.0013262188641860462
2022-11-01 00:13:00,0.0008461974132867311,0.0008884711953029978,0.0008884711953029978,0.0006464805078008062,0.0006743399838557984,0.0007168879054595401
2022-11-01 00:14:00,-0.00031324260275811255,-0.0005877138007224225,-0.0005877138007224225,-0.0005129340623897249,-0.0008724829530439848,0.0008817388946962268
2022-11-01 00:15:00,-8.401325069185006e-05,-0.0003555683494980144,-0.0003555683494980144,-0.0002717774668052897,-0.00020071838803703557,-0.001997488157380989
2022-11-01 00:16:00,7.757577799649695e-05,0.00118360305478582,0.00118360305478582,0.00035191887235841435,0.0006264759392013985,0.0006264759392013985
2022-11-01 00:17:00,-0.0007637620739342488,-0.0010559884511458506,-0.0010559884511458506,-0.00032434479124177074,-0.0004312358431906027,-0.0004312358431906027
2022-11-01 00:18:00,-0.00023128681884054814,-0.0006605318349093281,-0.0006605318349093281,-0.0009318127309825286,-0.0007594926019063308,-0.0007594926019063308
2022-11-01 00:19:00,-0.000596551606499407,-0.00047960971502369887,-0.00047960971502369887,-0.00012897520168442256,-0.000388044965609069,-0.000388044965609069
2022-11-01 00:20:00,0.0004399734752977835,0.00036590328217167567,0.00036590328217167567,2.8243973129171707e-06,0.0002196346430971552,0.0002196346430971552
2022-11-01 00:21:00,3.4544989607088183e-05,2.1976742057283616e-05,2.1976742057283616e-05,0.00043275081465132814,0.0004416732308532012,0.0004416732308532012
2022-11-01 00:22:00,-0.0009061498389071332,-0.0005599900838078042,-0.0005599900838078042,-0.0008479078064245194,-0.0007203353189311201,-0.0007203353189311201
2022-11-01 00:23:00,0.000348635206794512,0.0001909217368196714,0.0001909217368196714,0.00019275226936210643,0.00017280736166291888,0.00017280736166291888
2022-11-01 00:24:00,-0.00010170330367831326,-0.00037411807052922796,-0.00037411807052922796,-0.00032920048595252993,-0.0001562488497666159,-0.0001562488497666159
2022-11-01 00:25:00,-0.0012063839611111682,-0.0012578105554759134,-0.0012578105554759134,-0.0010576588472224202,-0.00131597809027717,-0.00131597809027717
2022-11-01 00:26:00,-0.0003404598222944699,-0.0001946159397832048,-0.0001946159397832048,-0.0005199593668567815,-0.0003004805344626327,-0.0003004805344626327
2022-11-01 00:27:00,0.0002640721630329246,0.00023434410491063318,0.00023434410491063318,0.0006125822059384056,0.0005058414634389052,0.0005058414634389052
2022-11-01 00:28:00,-0.000621469914000361,-0.0006461840587350665,-0.0006461840587350665,-0.0009871730701243031,-0.0011667791306209097,-0.0011667791306209097
2022-11-01 00:29:00,0.0003096441443712905,-0.00038592228270495355,-0.00038592228270495355,0.000613076616873709,0.0005530003489893076,0.0005530003489893076
2022-11-01 00:30:00,0.00024125807786345987,0.0007328854897208359,0.0007328854897208359,0.0001084591508293542,0.0003706172783872752,0.0003706172783872752
2022-11-01 00:31:00,-0.0006154431217879619,-0.0002215348987064658,-0.0002215348987064658,-0.0006285069383848985,-0.0005888150133199765,-0.0005888150133199765
2022-11-01 00:32:00,0.00048747939440474397,0.0005229610856178901,0.0005229610856178901,0.0004967578987482568,0.00041235325242139353,0.00041235325242139353
2022-11-01 00:33:00,-0.0001052369484875193,5.3896513345641495e-05,5.3896513345641495e-05,0.0002797507793785847,8.450167913842677e-05,8.450167913842677e-05
2022-11-01 00:34:00,0.000959116453363773,0.00047488047803323497,0.00047488047803323497,0.0004316778722697201,0.0007007870514277315,0.00018201808330964298
2022-11-01 00:35:00,0.00040633525396982506,0.00034464009251156114,0.00034464009251156114,0.0005307652936861196,0.0003248262354254017,0.0008435952035434902
2022-11-01 00:36:00,0.0003346147908387387,0.0004484657379086876,0.0004484657379086876,0.0006033527065345545,0.0006703447449663003,-0.0006515718529138681
2022-11-01 00:37:00,0.0007986021158474799,0.0011368093408865576,0.0011368093408865576,0.0009448873846658046,0.0008269716982867159,0.0007293526359286595
2022-11-01 00:38:00,0.0013426826188260854,0.0009338735415314048,0.0009338735415314048,0.0005837137616286903,0.00043036402074081437,0.0018498996809790391
2022-11-01 00:39:00,-0.000840104829229027,-0.0004266762324496298,-0.0004266762324496298,-0.0007391862034906715,-0.00021015416544223342,-0.00021015416544223342
2022-11-01 00:40:00,0.00014227730872695687,-0.00019155559100481057,-0.00019155559100481057,0.0007621786017497634,0.0003973291338361662,0.0003973291338361662
2022-11-01 00:41:00,0.000266770160721741,0.0003305055152829084,0.0003305055152829084,-0.00015303162843016693,-5.1956613755788084e-05,-5.1956613755788084e-05
2022-11-01 00:42:00,1.4467393638639692e-07,-0.00020065966033477878,-0.00020065966033477878,0.0003836791598050837,0.00024133194937725477,0.00024133194937725477
2022-11-01 00:43:00,-6.207727906337723e-05,0.0002195580219233051,0.0002195580219233051,-0.0003882826041441412,-0.0002541643796853954,-0.0002541643796853954
2022-11-01 00:44:00,0.00014271687360301044,-0.00030196457725484294,-0.00030196457725484294,-9.7582089037207e-05,-0.0002245220101428913,-0.0002245220101428913
2022-11-01 00:45:00,-8.727483230952515e-05,0.00020605569703535664,0.00020605569703535664,-0.0001776910068729265,0.00010584835532867487,0.00010584835532867487
2022-11-01 00:46:00,0.0003230609197992784,-8.88616009380172e-05,-8.88616009380172e-05,6.13085711473893e-05,0.00015104291090262123,0.00015104291090262123
2022-11-01 00:47:00,0.00034634680186718114,0.0005537806501387799,0.0005537806501387799,0.0002980458793722107,-1.162465413395708e-05,-0.0008157992823587534
2022-11-01 00:48:00,-0.0013205343089515154,-0.000831479228148968,-0.000831479228148968,-0.0005650273224175884,-0.0004317307556895855,0.00037244387253521083
2022-11-01 00:49:00,0.00022059574402399917,-0.000304108211027998,-0.000304108211027998,-0.0001793148780113718,-0.00048740009388081873,-0.0008324783832360794
2022-11-01 00:50:00,-0.00022692222110443083,-0.00012099953762545468,-0.00012099953762545468,1.4183165117032104e-05,-0.00017209475089341453,0.0001729835384618461
2022-11-01 00:51:00,-0.0003219971859413917,-0.0002556057269624823,-0.0002556057269624823,-0.00021069886676094995,-7.084553207725719e-05,0.00013372964877556015
2022-11-01 00:52:00,-0.0006451043036888038,-0.00044065994490338767,-0.00044065994490338767,-0.0004267150008470111,-0.0001837449522117396,-0.00038832013306455693
2022-11-01 00:53:00,-0.0005073464179132792,-0.0003386853943290191,-0.0003386853943290191,-0.000264053654619012,-0.0003459536518626294,-0.0003459536518626294
2022-11-01 00:54:00,-0.0002731860678149012,-0.00035133267771314536,-0.00035133267771314536,-0.0003366484175653106,-0.0003900088313479877,-0.0004163860535988384
2022-11-01 00:55:00,8.86170666336561e-05,-2.7636436550348975e-05,-2.7636436550348975e-05,-4.721237052196514e-05,0.000326307718296448,0.0003526849405472987
2022-11-01 00:56:00,-0.00016735735217121572,-1.1415507188416996e-06,-1.1415507188416996e-06,-0.00017735597127277458,-0.0004305392751264847,-0.0004305392751264847
2022-11-01 00:57:00,3.0447343834172358e-05,1.1415507188416996e-06,1.1415507188416996e-06,2.5728537183411504e-05,7.669888520789314e-05,7.669888520789314e-05
2022-11-01 00:58:00,0.0004988334801359073,8.560080771768952e-06,8.560080771768952e-06,9.86697759652877e-05,0.00012236068437010417,0.00012236068437010417
2022-11-01 00:59:00,0.00017521819195209787,0.0001476317245061587,0.0001476317245061587,0.00010785868347662486,7.066337396688382e-05,7.066337396688382e-05
2022-11-01 01:00:00,0.0005877762135657605,0.0008366884147639198,0.0008366884147639198,0.00036406642671327205,0.0002604538576043147,0.0003824070817466385
2022-11-01 01:01:00,0.0007515727632294578,0.00033382609164567256,0.00033382609164567256,0.0009913817923745682,0.0007168749519870232,0.0005949217278446994
2022-11-01 01:02:00,-0.0011100110990733825,-0.0007934017638420165,-0.0007934017638420165,-0.0008746242819657191,-0.0004275094050170125,-0.0004275094050170125
2022-11-01 01:03:00,0.0003520208971998784,0.00012036722463770744,0.00012036722463770744,0.0001665299699089573,-5.113324045247225e-05,-5.113324045247225e-05
2022-11-01 01:04:00,0.0002671810277923292,0.0004977388325588805,0.0004977388325588805,0.0005331165383672953,7.807390608238762e-05,0.00011504611444435042
2022-11-01 01:05:00,0.0005664651743439997,0.0005272871200467932,0.0005272871200467932,0.0005341641499088112,0.0003820311593560888,4.440892098500626e-16
