,market_comparison,statistic,value
345,okex-swap/ETH-USDT-SWAP - binance/ETHUSDT,mean,1.830874736192778e-09
346,okex-swap/ETH-USDT-SWAP - binance/ETHUSDT,std,0.000298845691412878
347,okex-swap/ETH-USDT-SWAP - binance/ETHUSDT,min,-0.006244441524223099
348,okex-swap/ETH-USDT-SWAP - binance/ETHUSDT,25%,-0.000114053449825402
349,okex-swap/ETH-USDT-SWAP - binance/ETHUSDT,50%,0.0
350,okex-swap/ETH-USDT-SWAP - binance/ETHUSDT,75%,0.00011558990949067649
351,okex-swap/ETH-USDT-SWAP - binance/ETHUSDT,max,0.005988595267423236
352,okex-swap/ETH-USDT-SWAP - bitstamp/ETHUSD,count,28799.0
353,okex-swap/ETH-USDT-SWAP - bitstamp/ETHUSD,mean,-4.198244869139083e-10
354,okex-swap/ETH-USDT-SWAP - bitstamp/ETHUSD,std,0.0008123520938559665
355,okex-swap/ETH-USDT-SWAP - bitstamp/ETHUSD,min,-0.01706782485167757
356,okex-swap/ETH-USDT-SWAP - bitstamp/ETHUSD,25%,-0.0002564692668909352
357,okex-swap/ETH-USDT-SWAP - bitstamp/ETHUSD,50%,0.0
358,okex-swap/ETH-USDT-SWAP - bitstamp/ETHUSD,75%,0.000258485971967648
359,okex-swap/ETH-USDT-SWAP - bitstamp/ETHUSD,max,0.01865316015563767
360,okex-swap/ETH-USDT-SWAP - ftx/ETH-PERP,count,28799.0
361,okex-swap/ETH-USDT-SWAP - ftx/ETH-PERP,mean,-1.3315128049042829e-08
362,okex-swap/ETH-USDT-SWAP - ftx/ETH-PERP,std,0.0014705362571777567
363,okex-swap/ETH-USDT-SWAP - ftx/ETH-PERP,min,-0.04213443017769425
364,okex-swap/ETH-USDT-SWAP - ftx/ETH-PERP,25%,-0.00019039700476364274
365,okex-swap/ETH-USDT-SWAP - ftx/ETH-PERP,50%,0.0
366,okex-swap/ETH-USDT-SWAP - ftx/ETH-PERP,75%,0.00019087118133720438
367,okex-swap/ETH-USDT-SWAP - ftx/ETH-PERP,max,0.04079685735182981
368,okex-swap/ETH-USDT-SWAP - ftx/ETH/USD,count,28799.0
369,okex-swap/ETH-USDT-SWAP - ftx/ETH/USD,mean,2.7074703388697154e-09
370,okex-swap/ETH-USDT-SWAP - ftx/ETH/USD,std,0.0065643871197581674
371,okex-swap/ETH-USDT-SWAP - ftx/ETH/USD,min,-0.17367404727868951
372,okex-swap/ETH-USDT-SWAP - ftx/ETH/USD,25%,-0.00020882032485669555
373,okex-swap/ETH-USDT-SWAP - ftx/ETH/USD,50%,0.0
374,okex-swap/ETH-USDT-SWAP - ftx/ETH/USD,75%,0.00021300468440976772
375,okex-swap/ETH-USDT-SWAP - ftx/ETH/USD,max,0.1774466100338863
376,okex-swap/ETH-USDT-SWAP - gate-io/ETH_USDT,count,28799.0
377,okex-swap/ETH-USDT-SWAP - gate-io/ETH_USDT,mean,1.3075302182317765e-08
378,okex-swap/ETH-USDT-SWAP - gate-io/ETH_USDT,std,0.00124204456891822
379,okex-swap/ETH-USDT-SWAP - gate-io/ETH_USDT,min,-0.07999577262337798
380,okex-swap/ETH-USDT-SWAP - gate-io/ETH_USDT,25%,-0.00016171736284187332
381,okex-swap/ETH-USDT-SWAP - gate-io/ETH_USDT,50%,0.0
382,okex-swap/ETH-USDT-SWAP - gate-io/ETH_USDT,75%,0.00016131782461492605
383,okex-swap/ETH-USDT-SWAP - gate-io/ETH_USDT,max,0.07984645719598316
384,okex-swap/ETH-USDT-SWAP - okex/ETH-USDT,count,28799.0
385,okex-swap/ETH-USDT-SWAP - okex/ETH-USDT,mean,-3.3466301093171996e-09
386,okex-swap/ETH-USDT-SWAP - okex/ETH-USDT,std,0.0003426576569247484
387,okex-swap/ETH-USDT-SWAP - okex/ETH-USDT,min,-0.004469123168605371
388,okex-swap/ETH-USDT-SWAP - okex/ETH-USDT,25%,-0.00015405121000888755
389,okex-swap/ETH-USDT-SWAP - okex/ETH-USDT,50%,0.0
390,okex-swap/ETH-USDT-SWAP - okex/ETH-USDT,75%,0.00015437429417364257
391,okex-swap/ETH-USDT-SWAP - okex/ETH-USDT,max,0.00586818655313337
392,okex/ETH-USDT - binance-futures/ETHUSDT,count,28799.0
393,okex/ETH-USDT - binance-futures/ETHUSDT,mean,1.218539957974532e-08
394,okex/ETH-USDT - binance-futures/ETHUSDT,std,0.00035233228172473936
395,okex/ETH-USDT - binance-futures/ETHUSDT,min,-0.00637067358823451
396,okex/ETH-USDT - binance-futures/ETHUSDT,25%,-0.00015351806097108067
397,okex/ETH-USDT - binance-futures/ETHUSDT,50%,-8.7004028692661e-07
398,okex/ETH-USDT - binance-futures/ETHUSDT,75%,0.0001536267831654392
399,okex/ETH-USDT - binance-futures/ETHUSDT,max,0.005038772147951676
400,okex/ETH-USDT - binance/ETHUSDT,count,28799.0
401,okex/ETH-USDT - binance/ETHUSDT,mean,5.177504845509977e-09
402,okex/ETH-USDT - binance/ETHUSDT,std,0.0003846465365415405
403,okex/ETH-USDT - binance/ETHUSDT,min,-0.005792532419856222
404,okex/ETH-USDT - binance/ETHUSDT,25%,-0.00015449143904833207
405,okex/ETH-USDT - binance/ETHUSDT,50%,4.774374593452535e-07
406,okex/ETH-USDT - binance/ETHUSDT,75%,0.00015731200623703145
407,okex/ETH-USDT - binance/ETHUSDT,max,0.007561237318581604
408,okex/ETH-USDT - bitstamp/ETHUSD,count,28799.0
409,okex/ETH-USDT - bitstamp/ETHUSD,mean,2.926805622403291e-09
410,okex/ETH-USDT - bitstamp/ETHUSD,std,0.0008356682540749892
411,okex/ETH-USDT - bitstamp/ETHUSD,min,-0.016904331247176607
412,okex/ETH-USDT - bitstamp/ETHUSD,25%,-0.0002853421834028147
413,okex/ETH-USDT - bitstamp/ETHUSD,50%,6.68555276028826e-07
414,okex/ETH-USDT - bitstamp/ETHUSD,75%,0.0002874205293492693
415,okex/ETH-USDT - bitstamp/ETHUSD,max,0.019010744443938243
416,okex/ETH-USDT - ftx/ETH-PERP,count,28799.0
417,okex/ETH-USDT - ftx/ETH-PERP,mean,-9.96849793972563e-09
418,okex/ETH-USDT - ftx/ETH-PERP,std,0.0014872667788341344
419,okex/ETH-USDT - ftx/ETH-PERP,min,-0.04153875125781692
420,okex/ETH-USDT - ftx/ETH-PERP,25%,-0.00024111494147138757
421,okex/ETH-USDT - ftx/ETH-PERP,50%,9.003463974366355e-07
422,okex/ETH-USDT - ftx/ETH-PERP,75%,0.00024511171438890145
423,okex/ETH-USDT - ftx/ETH-PERP,max,0.04080141211609423
424,okex/ETH-USDT - ftx/ETH/USD,count,28799.0
425,okex/ETH-USDT - ftx/ETH/USD,mean,6.054100448186915e-09
426,okex/ETH-USDT - ftx/ETH/USD,std,0.006570704894907059
427,okex/ETH-USDT - ftx/ETH/USD,min,-0.17383853982037412
428,okex/ETH-USDT - ftx/ETH/USD,25%,-0.00025167086403499184
429,okex/ETH-USDT - ftx/ETH/USD,50%,5.421816444695082e-07
430,okex/ETH-USDT - ftx/ETH/USD,75%,0.0002584694645211272
431,okex/ETH-USDT - ftx/ETH/USD,max,0.17774857474791705
432,okex/ETH-USDT - gate-io/ETH_USDT,count,28799.0
433,okex/ETH-USDT - gate-io/ETH_USDT,mean,1.6421932291634964e-08
434,okex/ETH-USDT - gate-io/ETH_USDT,std,0.001264130232744763
435,okex/ETH-USDT - gate-io/ETH_USDT,min,-0.0794847431803758
436,okex/ETH-USDT - gate-io/ETH_USDT,25%,-0.00019526189337293332
437,okex/ETH-USDT - gate-io/ETH_USDT,50%,0.0
438,okex/ETH-USDT - gate-io/ETH_USDT,75%,0.00019802779670730075
439,okex/ETH-USDT - gate-io/ETH_USDT,max,0.0793092690088466
440,okex/ETH-USDT - okex-swap/ETH-USDT-SWAP,count,28799.0
441,okex/ETH-USDT - okex-swap/ETH-USDT-SWAP,mean,3.3466301093171996e-09
442,okex/ETH-USDT - okex-swap/ETH-USDT-SWAP,std,0.0003426576569247484
443,okex/ETH-USDT - okex-swap/ETH-USDT-SWAP,min,-0.00586818655313337
444,okex/ETH-USDT - okex-swap/ETH-USDT-SWAP,25%,-0.00015437429417364257
445,okex/ETH-USDT - okex-swap/ETH-USDT-SWAP,50%,0.0
446,okex/ETH-USDT - okex-swap/ETH-USDT-SWAP,75%,0.00015405121000888755
447,okex/ETH-USDT - okex-swap/ETH-USDT-SWAP,max,0.004469123168605371
