,market_comparison,Shift,Correlation
129,binance-futures/BTCUSDT - ftx/BTC/USD,-14,-0.0020654862317831036
130,binance-futures/BTCUSDT - ftx/BTC/USD,-13,-0.010742502765148149
131,binance-futures/BTCUSDT - ftx/BTC/USD,-12,0.004430032784186774
132,binance-futures/BTCUSDT - ftx/BTC/USD,-11,0.013544814832205826
133,binance-futures/BTCUSDT - ftx/BTC/USD,-10,-0.0001862216871050165
134,binance-futures/BTCUSDT - ftx/BTC/USD,-9,-0.03318936831119739
135,binance-futures/BTCUSDT - ftx/BTC/USD,-8,-0.02354138731484361
136,binance-futures/BTCUSDT - ftx/BTC/USD,-7,-0.003722276868250876
137,binance-futures/BTCUSDT - ftx/BTC/USD,-6,-0.028468017622254007
138,binance-futures/BTCUSDT - ftx/BTC/USD,-5,0.00633785049188515
139,binance-futures/BTCUSDT - ftx/BTC/USD,-4,-0.0005072286034430022
140,binance-futures/BTCUSDT - ftx/BTC/USD,-3,-0.010754136743908405
141,binance-futures/BTCUSDT - ftx/BTC/USD,-2,-0.03415061352541479
142,binance-futures/BTCUSDT - ftx/BTC/USD,-1,0.09418871673870624
143,binance-futures/BTCUSDT - ftx/BTC/USD,0,0.6252682279477809
144,binance-futures/BTCUSDT - ftx/BTC/USD,1,0.2276783659394377
145,binance-futures/BTCUSDT - ftx/BTC/USD,2,0.02060978883972699
146,binance-futures/BTCUSDT - ftx/BTC/USD,3,-0.009351047422085207
147,binance-futures/BTCUSDT - ftx/BTC/USD,4,-0.0009694443424666632
148,binance-futures/BTCUSDT - ftx/BTC/USD,5,-0.004755077123786191
149,binance-futures/BTCUSDT - ftx/BTC/USD,6,-0.0043085801864181485
150,binance-futures/BTCUSDT - ftx/BTC/USD,7,0.007354344959333284
151,binance-futures/BTCUSDT - ftx/BTC/USD,8,-0.023903532702822347
152,binance-futures/BTCUSDT - ftx/BTC/USD,9,-0.006803501104324442
153,binance-futures/BTCUSDT - ftx/BTC/USD,10,0.021460800960684246
154,binance-futures/BTCUSDT - ftx/BTC/USD,11,0.006150441688188191
155,binance-futures/BTCUSDT - ftx/BTC/USD,12,0.009572001873471177
156,binance-futures/BTCUSDT - ftx/BTC/USD,13,-0.0064082796509774545
157,binance-futures/BTCUSDT - ftx/BTC/USD,14,-0.0034610521734449668
158,binance-futures/BTCUSDT - ftx/BTC/USD,15,0.022145446163242422
159,binance-futures/BTCUSDT - ftx/BTC/USD,16,0.005807227784229293
160,binance-futures/BTCUSDT - ftx/BTC/USD,17,0.02317810554523978
161,binance-futures/BTCUSDT - ftx/BTC/USD,18,-0.004372765304079572
162,binance-futures/BTCUSDT - ftx/BTC/USD,19,0.002102121189587378
163,binance-futures/BTCUSDT - ftx/BTC/USD,20,-0.006601090006655386
164,binance-futures/BTCUSDT - gate-io/BTC_USDT,-20,-0.004721477802151556
165,binance-futures/BTCUSDT - gate-io/BTC_USDT,-19,-0.01397399762021642
166,binance-futures/BTCUSDT - gate-io/BTC_USDT,-18,-0.010220870183074736
167,binance-futures/BTCUSDT - gate-io/BTC_USDT,-17,-0.004133336749907341
168,binance-futures/BTCUSDT - gate-io/BTC_USDT,-16,-0.006160307034455134
169,binance-futures/BTCUSDT - gate-io/BTC_USDT,-15,0.020534554240911884
170,binance-futures/BTCUSDT - gate-io/BTC_USDT,-14,-0.004420110109357552
171,binance-futures/BTCUSDT - gate-io/BTC_USDT,-13,-0.013920362217070227
172,binance-futures/BTCUSDT - gate-io/BTC_USDT,-12,0.009726193919699524
173,binance-futures/BTCUSDT - gate-io/BTC_USDT,-11,0.016422793242555585
174,binance-futures/BTCUSDT - gate-io/BTC_USDT,-10,0.015766689897484927
